code,year,sex,age_group,population
E12000001,2022,male,0-4,68153
E12000001,2023,male,0-4,67167
E12000001,2024,male,0-4,66151
E12000001,2025,male,0-4,65355
E12000001,2026,male,0-4,64554
E12000001,2027,male,0-4,63613
E12000001,2028,male,0-4,63333
E12000001,2029,male,0-4,63084
E12000001,2030,male,0-4,62820
E12000001,2031,male,0-4,62558
E12000001,2032,male,0-4,62361
E12000001,2033,male,0-4,62221
E12000001,2034,male,0-4,62119
E12000001,2035,male,0-4,62064
E12000001,2036,male,0-4,62058
E12000001,2037,male,0-4,62108
E12000001,2038,male,0-4,62206
E12000001,2039,male,0-4,62340
E12000001,2040,male,0-4,62493
E12000001,2041,male,0-4,62649
E12000001,2042,male,0-4,62796
E12000001,2043,male,0-4,62912
E12000001,2044,male,0-4,62979
E12000001,2045,male,0-4,62990
E12000001,2046,male,0-4,62943
E12000001,2047,male,0-4,62838
E12000001,2022,male,5-9,77303
E12000001,2023,male,5-9,76553
E12000001,2024,male,5-9,75891
E12000001,2025,male,5-9,74735
E12000001,2026,male,5-9,73121
E12000001,2027,male,5-9,72034
E12000001,2028,male,5-9,70521
E12000001,2029,male,5-9,69137
E12000001,2030,male,5-9,68302
E12000001,2031,male,5-9,67549
E12000001,2032,male,5-9,66656
E12000001,2033,male,5-9,66414
E12000001,2034,male,5-9,66183
E12000001,2035,male,5-9,65928
E12000001,2036,male,5-9,65676
E12000001,2037,male,5-9,65489
E12000001,2038,male,5-9,65358
E12000001,2039,male,5-9,65268
E12000001,2040,male,5-9,65225
E12000001,2041,male,5-9,65231
E12000001,2042,male,5-9,65294
E12000001,2043,male,5-9,65406
E12000001,2044,male,5-9,65554
E12000001,2045,male,5-9,65722
E12000001,2046,male,5-9,65894
E12000001,2047,male,5-9,66057
E12000001,2022,male,10-14,80957
E12000001,2023,male,10-14,81649
E12000001,2024,male,10-14,82047
E12000001,2025,male,10-14,81579
E12000001,2026,male,10-14,80900
E12000001,2027,male,10-14,79973
E12000001,2028,male,10-14,78833
E12000001,2029,male,10-14,77886
E12000001,2030,male,10-14,76709
E12000001,2031,male,10-14,75120
E12000001,2032,male,10-14,74071
E12000001,2033,male,10-14,72578
E12000001,2034,male,10-14,71192
E12000001,2035,male,10-14,70342
E12000001,2036,male,10-14,69590
E12000001,2037,male,10-14,68698
E12000001,2038,male,10-14,68463
E12000001,2039,male,10-14,68238
E12000001,2040,male,10-14,67989
E12000001,2041,male,10-14,67743
E12000001,2042,male,10-14,67563
E12000001,2043,male,10-14,67439
E12000001,2044,male,10-14,67355
E12000001,2045,male,10-14,67319
E12000001,2046,male,10-14,67334
E12000001,2047,male,10-14,67405
E12000001,2022,male,15-19,79322
E12000001,2023,male,15-19,82063
E12000001,2024,male,15-19,83805
E12000001,2025,male,15-19,85195
E12000001,2026,male,15-19,86798
E12000001,2027,male,15-19,88030
E12000001,2028,male,15-19,88387
E12000001,2029,male,15-19,88571
E12000001,2030,male,15-19,88099
E12000001,2031,male,15-19,87448
E12000001,2032,male,15-19,86423
E12000001,2033,male,15-19,85238
E12000001,2034,male,15-19,84335
E12000001,2035,male,15-19,83197
E12000001,2036,male,15-19,81532
E12000001,2037,male,15-19,80400
E12000001,2038,male,15-19,78887
E12000001,2039,male,15-19,77476
E12000001,2040,male,15-19,76518
E12000001,2041,male,15-19,75762
E12000001,2042,male,15-19,74742
E12000001,2043,male,15-19,74510
E12000001,2044,male,15-19,74315
E12000001,2045,male,15-19,74076
E12000001,2046,male,15-19,73839
E12000001,2047,male,15-19,73670
E12000001,2022,male,20-24,84382
E12000001,2023,male,20-24,86960
E12000001,2024,male,20-24,89463
E12000001,2025,male,20-24,90937
E12000001,2026,male,20-24,92460
E12000001,2027,male,20-24,93873
E12000001,2028,male,20-24,95515
E12000001,2029,male,20-24,96643
E12000001,2030,male,20-24,98002
E12000001,2031,male,20-24,99648
E12000001,2032,male,20-24,100804
E12000001,2033,male,20-24,100980
E12000001,2034,male,20-24,100807
E12000001,2035,male,20-24,100133
E12000001,2036,male,20-24,99534
E12000001,2037,male,20-24,98547
E12000001,2038,male,20-24,97422
E12000001,2039,male,20-24,96479
E12000001,2040,male,20-24,95252
E12000001,2041,male,20-24,93586
E12000001,2042,male,20-24,92487
E12000001,2043,male,20-24,90865
E12000001,2044,male,20-24,89399
E12000001,2045,male,20-24,88395
E12000001,2046,male,20-24,87702
E12000001,2047,male,20-24,86877
E12000001,2022,male,25-29,80877
E12000001,2023,male,25-29,82622
E12000001,2024,male,25-29,83835
E12000001,2025,male,25-29,83283
E12000001,2026,male,25-29,82369
E12000001,2027,male,25-29,81318
E12000001,2028,male,25-29,81261
E12000001,2029,male,25-29,81826
E12000001,2030,male,25-29,82907
E12000001,2031,male,25-29,84326
E12000001,2032,male,25-29,85686
E12000001,2033,male,25-29,87141
E12000001,2034,male,25-29,88065
E12000001,2035,male,25-29,89153
E12000001,2036,male,25-29,90500
E12000001,2037,male,25-29,91516
E12000001,2038,male,25-29,91642
E12000001,2039,male,25-29,91549
E12000001,2040,male,25-29,91065
E12000001,2041,male,25-29,90535
E12000001,2042,male,25-29,89679
E12000001,2043,male,25-29,88762
E12000001,2044,male,25-29,88022
E12000001,2045,male,25-29,87079
E12000001,2046,male,25-29,85650
E12000001,2047,male,25-29,84721
E12000001,2022,male,30-34,83843
E12000001,2023,male,30-34,85686
E12000001,2024,male,30-34,87291
E12000001,2025,male,30-34,87972
E12000001,2026,male,30-34,87547
E12000001,2027,male,30-34,87389
E12000001,2028,male,30-34,87405
E12000001,2029,male,30-34,87472
E12000001,2030,male,30-34,87036
E12000001,2031,male,30-34,86487
E12000001,2032,male,30-34,85780
E12000001,2033,male,30-34,85891
E12000001,2034,male,30-34,86478
E12000001,2035,male,30-34,87529
E12000001,2036,male,30-34,88882
E12000001,2037,male,30-34,90194
E12000001,2038,male,30-34,91596
E12000001,2039,male,30-34,92483
E12000001,2040,male,30-34,93524
E12000001,2041,male,30-34,94830
E12000001,2042,male,30-34,95834
E12000001,2043,male,30-34,95944
E12000001,2044,male,30-34,95843
E12000001,2045,male,30-34,95382
E12000001,2046,male,30-34,94862
E12000001,2047,male,30-34,94024
E12000001,2022,male,35-39,82271
E12000001,2023,male,35-39,84742
E12000001,2024,male,35-39,86550
E12000001,2025,male,35-39,87465
E12000001,2026,male,35-39,88494
E12000001,2027,male,35-39,89788
E12000001,2028,male,35-39,90354
E12000001,2029,male,35-39,91034
E12000001,2030,male,35-39,91598
E12000001,2031,male,35-39,91302
E12000001,2032,male,35-39,91306
E12000001,2033,male,35-39,91452
E12000001,2034,male,35-39,91605
E12000001,2035,male,35-39,91271
E12000001,2036,male,35-39,90812
E12000001,2037,male,35-39,90182
E12000001,2038,male,35-39,90338
E12000001,2039,male,35-39,90947
E12000001,2040,male,35-39,92009
E12000001,2041,male,35-39,93349
E12000001,2042,male,35-39,94656
E12000001,2043,male,35-39,96056
E12000001,2044,male,35-39,96936
E12000001,2045,male,35-39,97969
E12000001,2046,male,35-39,99276
E12000001,2047,male,35-39,100285
E12000001,2022,male,40-44,77852
E12000001,2023,male,40-44,80423
E12000001,2024,male,40-44,81473
E12000001,2025,male,40-44,82453
E12000001,2026,male,40-44,84092
E12000001,2027,male,40-44,85632
E12000001,2028,male,40-44,87304
E12000001,2029,male,40-44,88569
E12000001,2030,male,40-44,89466
E12000001,2031,male,40-44,90605
E12000001,2032,male,40-44,91987
E12000001,2033,male,40-44,92611
E12000001,2034,male,40-44,93319
E12000001,2035,male,40-44,93865
E12000001,2036,male,40-44,93590
E12000001,2037,male,40-44,93632
E12000001,2038,male,40-44,93815
E12000001,2039,male,40-44,94013
E12000001,2040,male,40-44,93745
E12000001,2041,male,40-44,93344
E12000001,2042,male,40-44,92766
E12000001,2043,male,40-44,92957
E12000001,2044,male,40-44,93590
E12000001,2045,male,40-44,94668
E12000001,2046,male,40-44,96002
E12000001,2047,male,40-44,97310
E12000001,2022,male,45-49,73285
E12000001,2023,male,45-49,72017
E12000001,2024,male,45-49,73528
E12000001,2025,male,45-49,75124
E12000001,2026,male,45-49,77032
E12000001,2027,male,45-49,79629
E12000001,2028,male,45-49,81765
E12000001,2029,male,45-49,82490
E12000001,2030,male,45-49,83430
E12000001,2031,male,45-49,85074
E12000001,2032,male,45-49,86645
E12000001,2033,male,45-49,88353
E12000001,2034,male,45-49,89662
E12000001,2035,male,45-49,90592
E12000001,2036,male,45-49,91762
E12000001,2037,male,45-49,93152
E12000001,2038,male,45-49,93783
E12000001,2039,male,45-49,94504
E12000001,2040,male,45-49,95042
E12000001,2041,male,45-49,94787
E12000001,2042,male,45-49,94860
E12000001,2043,male,45-49,95074
E12000001,2044,male,45-49,95304
E12000001,2045,male,45-49,95086
E12000001,2046,male,45-49,94730
E12000001,2047,male,45-49,94192
E12000001,2022,male,50-54,88094
E12000001,2023,male,50-54,86242
E12000001,2024,male,50-54,83550
E12000001,2025,male,50-54,81375
E12000001,2026,male,50-54,77715
E12000001,2027,male,50-54,74317
E12000001,2028,male,50-54,72842
E12000001,2029,male,50-54,74158
E12000001,2030,male,50-54,75763
E12000001,2031,male,50-54,77705
E12000001,2032,male,50-54,80304
E12000001,2033,male,50-54,82448
E12000001,2034,male,50-54,83184
E12000001,2035,male,50-54,84126
E12000001,2036,male,50-54,85744
E12000001,2037,male,50-54,87305
E12000001,2038,male,50-54,89023
E12000001,2039,male,50-54,90367
E12000001,2040,male,50-54,91332
E12000001,2041,male,50-54,92534
E12000001,2042,male,50-54,93934
E12000001,2043,male,50-54,94576
E12000001,2044,male,50-54,95312
E12000001,2045,male,50-54,95846
E12000001,2046,male,50-54,95617
E12000001,2047,male,50-54,95722
E12000001,2022,male,55-59,93851
E12000001,2023,male,55-59,93100
E12000001,2024,male,55-59,92028
E12000001,2025,male,55-59,90019
E12000001,2026,male,55-59,89473
E12000001,2027,male,55-59,88111
E12000001,2028,male,55-59,86151
E12000001,2029,male,55-59,83407
E12000001,2030,male,55-59,81276
E12000001,2031,male,55-59,77743
E12000001,2032,male,55-59,74487
E12000001,2033,male,55-59,73083
E12000001,2034,male,55-59,74395
E12000001,2035,male,55-59,76023
E12000001,2036,male,55-59,77974
E12000001,2037,male,55-59,80552
E12000001,2038,male,55-59,82690
E12000001,2039,male,55-59,83444
E12000001,2040,male,55-59,84394
E12000001,2041,male,55-59,85998
E12000001,2042,male,55-59,87557
E12000001,2043,male,55-59,89288
E12000001,2044,male,55-59,90667
E12000001,2045,male,55-59,91671
E12000001,2046,male,55-59,92909
E12000001,2047,male,55-59,94327
E12000001,2022,male,60-64,87927
E12000001,2023,male,60-64,89324
E12000001,2024,male,60-64,90603
E12000001,2025,male,60-64,92369
E12000001,2026,male,60-64,93069
E12000001,2027,male,60-64,92739
E12000001,2028,male,60-64,91964
E12000001,2029,male,60-64,90891
E12000001,2030,male,60-64,88989
E12000001,2031,male,60-64,88512
E12000001,2032,male,60-64,87239
E12000001,2033,male,60-64,85370
E12000001,2034,male,60-64,82726
E12000001,2035,male,60-64,80668
E12000001,2036,male,60-64,77277
E12000001,2037,male,60-64,74161
E12000001,2038,male,60-64,72829
E12000001,2039,male,60-64,74137
E12000001,2040,male,60-64,75790
E12000001,2041,male,60-64,77748
E12000001,2042,male,60-64,80295
E12000001,2043,male,60-64,82420
E12000001,2044,male,60-64,83197
E12000001,2045,male,60-64,84160
E12000001,2046,male,60-64,85750
E12000001,2047,male,60-64,87307
E12000001,2022,male,65-69,76127
E12000001,2023,male,65-69,77716
E12000001,2024,male,65-69,79376
E12000001,2025,male,65-69,80987
E12000001,2026,male,65-69,82512
E12000001,2027,male,65-69,84462
E12000001,2028,male,65-69,85861
E12000001,2029,male,65-69,87136
E12000001,2030,male,65-69,88870
E12000001,2031,male,65-69,89588
E12000001,2032,male,65-69,89355
E12000001,2033,male,65-69,88683
E12000001,2034,male,65-69,87719
E12000001,2035,male,65-69,85977
E12000001,2036,male,65-69,85587
E12000001,2037,male,65-69,84420
E12000001,2038,male,65-69,82676
E12000001,2039,male,65-69,80186
E12000001,2040,male,65-69,78251
E12000001,2041,male,65-69,75073
E12000001,2042,male,65-69,72163
E12000001,2043,male,65-69,70947
E12000001,2044,male,65-69,72257
E12000001,2045,male,65-69,73928
E12000001,2046,male,65-69,75872
E12000001,2047,male,65-69,78352
E12000001,2022,male,70-74,68212
E12000001,2023,male,70-74,67128
E12000001,2024,male,70-74,66903
E12000001,2025,male,70-74,67163
E12000001,2026,male,70-74,68185
E12000001,2027,male,70-74,69732
E12000001,2028,male,70-74,71331
E12000001,2029,male,70-74,72967
E12000001,2030,male,70-74,74568
E12000001,2031,male,70-74,76098
E12000001,2032,male,70-74,78010
E12000001,2033,male,70-74,79406
E12000001,2034,male,70-74,80680
E12000001,2035,male,70-74,82336
E12000001,2036,male,70-74,83049
E12000001,2037,male,70-74,82918
E12000001,2038,male,70-74,82371
E12000001,2039,male,70-74,81555
E12000001,2040,male,70-74,80036
E12000001,2041,male,70-74,79770
E12000001,2042,male,70-74,78764
E12000001,2043,male,70-74,77209
E12000001,2044,male,70-74,74948
E12000001,2045,male,70-74,73207
E12000001,2046,male,70-74,70343
E12000001,2047,male,70-74,67729
E12000001,2022,male,75-79,53899
E12000001,2023,male,75-79,57439
E12000001,2024,male,75-79,59211
E12000001,2025,male,75-79,60350
E12000001,2026,male,75-79,61004
E12000001,2027,male,75-79,58336
E12000001,2028,male,75-79,57556
E12000001,2029,male,75-79,57446
E12000001,2030,male,75-79,57757
E12000001,2031,male,75-79,58755
E12000001,2032,male,75-79,60226
E12000001,2033,male,75-79,61747
E12000001,2034,male,75-79,63299
E12000001,2035,male,75-79,64810
E12000001,2036,male,75-79,66262
E12000001,2037,male,75-79,68048
E12000001,2038,male,75-79,69380
E12000001,2039,male,75-79,70606
E12000001,2040,male,75-79,72135
E12000001,2041,male,75-79,72827
E12000001,2042,male,75-79,72820
E12000001,2043,male,75-79,72434
E12000001,2044,male,75-79,71818
E12000001,2045,male,75-79,70600
E12000001,2046,male,75-79,70500
E12000001,2047,male,75-79,69716
E12000001,2022,male,80-84,31590
E12000001,2023,male,80-84,31846
E12000001,2024,male,80-84,33161
E12000001,2025,male,80-84,34666
E12000001,2026,male,80-84,36581
E12000001,2027,male,80-84,41226
E12000001,2028,male,80-84,44082
E12000001,2029,male,80-84,45513
E12000001,2030,male,80-84,46366
E12000001,2031,male,80-84,46796
E12000001,2032,male,80-84,44778
E12000001,2033,male,80-84,44324
E12000001,2034,male,80-84,44374
E12000001,2035,male,80-84,44726
E12000001,2036,male,80-84,45640
E12000001,2037,male,80-84,46926
E12000001,2038,male,80-84,48276
E12000001,2039,male,80-84,49636
E12000001,2040,male,80-84,50947
E12000001,2041,male,80-84,52220
E12000001,2042,male,80-84,53779
E12000001,2043,male,80-84,54974
E12000001,2044,male,80-84,56081
E12000001,2045,male,80-84,57410
E12000001,2046,male,80-84,58051
E12000001,2047,male,80-84,58177
E12000001,2022,male,85-89,17940
E12000001,2023,male,85-89,18394
E12000001,2024,male,85-89,18867
E12000001,2025,male,85-89,19026
E12000001,2026,male,85-89,18986
E12000001,2027,male,85-89,19105
E12000001,2028,male,85-89,19490
E12000001,2029,male,85-89,20558
E12000001,2030,male,85-89,21696
E12000001,2031,male,85-89,23057
E12000001,2032,male,85-89,26375
E12000001,2033,male,85-89,28215
E12000001,2034,male,85-89,29127
E12000001,2035,male,85-89,29612
E12000001,2036,male,85-89,29804
E12000001,2037,male,85-89,28600
E12000001,2038,male,85-89,28478
E12000001,2039,male,85-89,28666
E12000001,2040,male,85-89,29017
E12000001,2041,male,85-89,29769
E12000001,2042,male,85-89,30756
E12000001,2043,male,85-89,31809
E12000001,2044,male,85-89,32856
E12000001,2045,male,85-89,33852
E12000001,2046,male,85-89,34845
E12000001,2047,male,85-89,36059
E12000001,2022,male,90+,7639
E12000001,2023,male,90+,7729
E12000001,2024,male,90+,7996
E12000001,2025,male,90+,8315
E12000001,2026,male,90+,8615
E12000001,2027,male,90+,9030
E12000001,2028,male,90+,9400
E12000001,2029,male,90+,9770
E12000001,2030,male,90+,9985
E12000001,2031,male,90+,10050
E12000001,2032,male,90+,10313
E12000001,2033,male,90+,10710
E12000001,2034,male,90+,11451
E12000001,2035,male,90+,12106
E12000001,2036,male,90+,12786
E12000001,2037,male,90+,14635
E12000001,2038,male,90+,15583
E12000001,2039,male,90+,16190
E12000001,2040,male,90+,16527
E12000001,2041,male,90+,16743
E12000001,2042,male,90+,16883
E12000001,2043,male,90+,17168
E12000001,2044,male,90+,17478
E12000001,2045,male,90+,17763
E12000001,2046,male,90+,18255
E12000001,2047,male,90+,18859
E12000002,2022,male,0-4,207687
E12000002,2023,male,0-4,205898
E12000002,2024,male,0-4,203746
E12000002,2025,male,0-4,201300
E12000002,2026,male,0-4,199806
E12000002,2027,male,0-4,197746
E12000002,2028,male,0-4,197747
E12000002,2029,male,0-4,197873
E12000002,2030,male,0-4,197943
E12000002,2031,male,0-4,198063
E12000002,2032,male,0-4,198300
E12000002,2033,male,0-4,198689
E12000002,2034,male,0-4,199177
E12000002,2035,male,0-4,199775
E12000002,2036,male,0-4,200486
E12000002,2037,male,0-4,201315
E12000002,2038,male,0-4,202252
E12000002,2039,male,0-4,203264
E12000002,2040,male,0-4,204316
E12000002,2041,male,0-4,205366
E12000002,2042,male,0-4,206374
E12000002,2043,male,0-4,207271
E12000002,2044,male,0-4,207989
E12000002,2045,male,0-4,208498
E12000002,2046,male,0-4,208790
E12000002,2047,male,0-4,208861
E12000002,2022,male,5-9,228648
E12000002,2023,male,5-9,227334
E12000002,2024,male,5-9,226814
E12000002,2025,male,5-9,224607
E12000002,2026,male,5-9,220391
E12000002,2027,male,5-9,217569
E12000002,2028,male,5-9,214019
E12000002,2029,male,5-9,210674
E12000002,2030,male,5-9,208159
E12000002,2031,male,5-9,206832
E12000002,2032,male,5-9,204933
E12000002,2033,male,5-9,205027
E12000002,2034,male,5-9,205165
E12000002,2035,male,5-9,205215
E12000002,2036,male,5-9,205318
E12000002,2037,male,5-9,205541
E12000002,2038,male,5-9,205918
E12000002,2039,male,5-9,206398
E12000002,2040,male,5-9,206990
E12000002,2041,male,5-9,207698
E12000002,2042,male,5-9,208527
E12000002,2043,male,5-9,209468
E12000002,2044,male,5-9,210485
E12000002,2045,male,5-9,211544
E12000002,2046,male,5-9,212604
E12000002,2047,male,5-9,213623
E12000002,2022,male,10-14,237941
E12000002,2023,male,10-14,239776
E12000002,2024,male,10-14,240086
E12000002,2025,male,10-14,239271
E12000002,2026,male,10-14,238321
E12000002,2027,male,10-14,236497
E12000002,2028,male,10-14,233784
E12000002,2029,male,10-14,232240
E12000002,2030,male,10-14,229921
E12000002,2031,male,10-14,225804
E12000002,2032,male,10-14,223121
E12000002,2033,male,10-14,219640
E12000002,2034,male,10-14,216292
E12000002,2035,male,10-14,213758
E12000002,2036,male,10-14,212415
E12000002,2037,male,10-14,210495
E12000002,2038,male,10-14,210577
E12000002,2039,male,10-14,210704
E12000002,2040,male,10-14,210739
E12000002,2041,male,10-14,210828
E12000002,2042,male,10-14,211040
E12000002,2043,male,10-14,211407
E12000002,2044,male,10-14,211879
E12000002,2045,male,10-14,212464
E12000002,2046,male,10-14,213167
E12000002,2047,male,10-14,213995
E12000002,2022,male,15-19,228868
E12000002,2023,male,15-19,234571
E12000002,2024,male,15-19,238822
E12000002,2025,male,15-19,241291
E12000002,2026,male,15-19,244372
E12000002,2027,male,15-19,247312
E12000002,2028,male,15-19,247949
E12000002,2029,male,15-19,247514
E12000002,2030,male,15-19,246594
E12000002,2031,male,15-19,245635
E12000002,2032,male,15-19,243791
E12000002,2033,male,15-19,241103
E12000002,2034,male,15-19,239536
E12000002,2035,male,15-19,237190
E12000002,2036,male,15-19,233035
E12000002,2037,male,15-19,230338
E12000002,2038,male,15-19,226862
E12000002,2039,male,15-19,223460
E12000002,2040,male,15-19,220903
E12000002,2041,male,15-19,219537
E12000002,2042,male,15-19,217601
E12000002,2043,male,15-19,217643
E12000002,2044,male,15-19,217759
E12000002,2045,male,15-19,217773
E12000002,2046,male,15-19,217835
E12000002,2047,male,15-19,218024
E12000002,2022,male,20-24,232348
E12000002,2023,male,20-24,241883
E12000002,2024,male,20-24,248358
E12000002,2025,male,20-24,252125
E12000002,2026,male,20-24,255058
E12000002,2027,male,20-24,257143
E12000002,2028,male,20-24,260188
E12000002,2029,male,20-24,262570
E12000002,2030,male,20-24,265312
E12000002,2031,male,20-24,268830
E12000002,2032,male,20-24,271926
E12000002,2033,male,20-24,272523
E12000002,2034,male,20-24,271934
E12000002,2035,male,20-24,270782
E12000002,2036,male,20-24,269590
E12000002,2037,male,20-24,267475
E12000002,2038,male,20-24,264690
E12000002,2039,male,20-24,263031
E12000002,2040,male,20-24,260574
E12000002,2041,male,20-24,256308
E12000002,2042,male,20-24,253546
E12000002,2043,male,20-24,249914
E12000002,2044,male,20-24,246378
E12000002,2045,male,20-24,243712
E12000002,2046,male,20-24,242202
E12000002,2047,male,20-24,240178
E12000002,2022,male,25-29,237172
E12000002,2023,male,25-29,244042
E12000002,2024,male,25-29,250411
E12000002,2025,male,25-29,252718
E12000002,2026,male,25-29,254114
E12000002,2027,male,25-29,254326
E12000002,2028,male,25-29,256585
E12000002,2029,male,25-29,259073
E12000002,2030,male,25-29,262915
E12000002,2031,male,25-29,266846
E12000002,2032,male,25-29,270067
E12000002,2033,male,25-29,273822
E12000002,2034,male,25-29,276312
E12000002,2035,male,25-29,279062
E12000002,2036,male,25-29,282635
E12000002,2037,male,25-29,285731
E12000002,2038,male,25-29,286180
E12000002,2039,male,25-29,285510
E12000002,2040,male,25-29,284285
E12000002,2041,male,25-29,282995
E12000002,2042,male,25-29,280733
E12000002,2043,male,25-29,277963
E12000002,2044,male,25-29,276261
E12000002,2045,male,25-29,273791
E12000002,2046,male,25-29,269558
E12000002,2047,male,25-29,266802
E12000002,2022,male,30-34,250921
E12000002,2023,male,30-34,255992
E12000002,2024,male,30-34,260516
E12000002,2025,male,30-34,261456
E12000002,2026,male,30-34,260006
E12000002,2027,male,30-34,261187
E12000002,2028,male,30-34,262858
E12000002,2029,male,30-34,265455
E12000002,2030,male,30-34,267336
E12000002,2031,male,30-34,269073
E12000002,2032,male,30-34,269723
E12000002,2033,male,30-34,272164
E12000002,2034,male,30-34,274744
E12000002,2035,male,30-34,278544
E12000002,2036,male,30-34,282446
E12000002,2037,male,30-34,285761
E12000002,2038,male,30-34,289593
E12000002,2039,male,30-34,292065
E12000002,2040,male,30-34,294815
E12000002,2041,male,30-34,298433
E12000002,2042,male,30-34,301537
E12000002,2043,male,30-34,301924
E12000002,2044,male,30-34,301230
E12000002,2045,male,30-34,299966
E12000002,2046,male,30-34,298627
E12000002,2047,male,30-34,296291
E12000002,2022,male,35-39,242064
E12000002,2023,male,35-39,249929
E12000002,2024,male,35-39,256451
E12000002,2025,male,35-39,260171
E12000002,2026,male,35-39,264741
E12000002,2027,male,35-39,269000
E12000002,2028,male,35-39,270314
E12000002,2029,male,35-39,272187
E12000002,2030,male,35-39,272927
E12000002,2031,male,35-39,271970
E12000002,2032,male,35-39,273581
E12000002,2033,male,35-39,275550
E12000002,2034,male,35-39,278137
E12000002,2035,male,35-39,279946
E12000002,2036,male,35-39,281565
E12000002,2037,male,35-39,282108
E12000002,2038,male,35-39,284443
E12000002,2039,male,35-39,287031
E12000002,2040,male,35-39,290822
E12000002,2041,male,35-39,294714
E12000002,2042,male,35-39,298091
E12000002,2043,male,35-39,301983
E12000002,2044,male,35-39,304457
E12000002,2045,male,35-39,307223
E12000002,2046,male,35-39,310885
E12000002,2047,male,35-39,314004
E12000002,2022,male,40-44,226854
E12000002,2023,male,40-44,234882
E12000002,2024,male,40-44,239729
E12000002,2025,male,40-44,243863
E12000002,2026,male,40-44,248018
E12000002,2027,male,40-44,251734
E12000002,2028,male,40-44,257160
E12000002,2029,male,40-44,261958
E12000002,2030,male,40-44,265590
E12000002,2031,male,40-44,270406
E12000002,2032,male,40-44,274956
E12000002,2033,male,40-44,276486
E12000002,2034,male,40-44,278448
E12000002,2035,male,40-44,279196
E12000002,2036,male,40-44,278314
E12000002,2037,male,40-44,279917
E12000002,2038,male,40-44,281892
E12000002,2039,male,40-44,284428
E12000002,2040,male,40-44,286195
E12000002,2041,male,40-44,287740
E12000002,2042,male,40-44,288225
E12000002,2043,male,40-44,290502
E12000002,2044,male,40-44,293101
E12000002,2045,male,40-44,296885
E12000002,2046,male,40-44,300764
E12000002,2047,male,40-44,304179
E12000002,2022,male,45-49,216628
E12000002,2023,male,45-49,213244
E12000002,2024,male,45-49,215419
E12000002,2025,male,45-49,219434
E12000002,2026,male,45-49,224735
E12000002,2027,male,45-49,231557
E12000002,2028,male,45-49,238135
E12000002,2029,male,45-49,241918
E12000002,2030,male,45-49,245868
E12000002,2031,male,45-49,250116
E12000002,2032,male,45-49,254023
E12000002,2033,male,45-49,259538
E12000002,2034,male,45-49,264362
E12000002,2035,male,45-49,268018
E12000002,2036,male,45-49,272813
E12000002,2037,male,45-49,277333
E12000002,2038,male,45-49,278880
E12000002,2039,male,45-49,280874
E12000002,2040,male,45-49,281642
E12000002,2041,male,45-49,280836
E12000002,2042,male,45-49,282452
E12000002,2043,male,45-49,284443
E12000002,2044,male,45-49,286951
E12000002,2045,male,45-49,288700
E12000002,2046,male,45-49,290198
E12000002,2047,male,45-49,290657
E12000002,2022,male,50-54,251002
E12000002,2023,male,50-54,246794
E12000002,2024,male,50-54,239544
E12000002,2025,male,50-54,233539
E12000002,2026,male,50-54,224945
E12000002,2027,male,50-54,217206
E12000002,2028,male,50-54,213192
E12000002,2029,male,50-54,214891
E12000002,2030,male,50-54,218948
E12000002,2031,male,50-54,224341
E12000002,2032,male,50-54,231186
E12000002,2033,male,50-54,237728
E12000002,2034,male,50-54,241437
E12000002,2035,male,50-54,245297
E12000002,2036,male,50-54,249484
E12000002,2037,male,50-54,253388
E12000002,2038,male,50-54,258867
E12000002,2039,male,50-54,263677
E12000002,2040,male,50-54,267352
E12000002,2041,male,50-54,272125
E12000002,2042,male,50-54,276616
E12000002,2043,male,50-54,278183
E12000002,2044,male,50-54,280214
E12000002,2045,male,50-54,281015
E12000002,2046,male,50-54,280297
E12000002,2047,male,50-54,281940
E12000002,2022,male,55-59,254180
E12000002,2023,male,55-59,253630
E12000002,2024,male,55-59,252816
E12000002,2025,male,55-59,250104
E12000002,2026,male,55-59,249545
E12000002,2027,male,55-59,246550
E12000002,2028,male,55-59,241985
E12000002,2029,male,55-59,234667
E12000002,2030,male,55-59,228913
E12000002,2031,male,55-59,220751
E12000002,2032,male,55-59,213462
E12000002,2033,male,55-59,209750
E12000002,2034,male,55-59,211590
E12000002,2035,male,55-59,215715
E12000002,2036,male,55-59,221079
E12000002,2037,male,55-59,227795
E12000002,2038,male,55-59,234189
E12000002,2039,male,55-59,237801
E12000002,2040,male,55-59,241584
E12000002,2041,male,55-59,245712
E12000002,2042,male,55-59,249594
E12000002,2043,male,55-59,255013
E12000002,2044,male,55-59,259777
E12000002,2045,male,55-59,263451
E12000002,2046,male,55-59,268187
E12000002,2047,male,55-59,272627
E12000002,2022,male,60-64,227088
E12000002,2023,male,60-64,232468
E12000002,2024,male,60-64,238177
E12000002,2025,male,60-64,242429
E12000002,2026,male,60-64,244136
E12000002,2027,male,60-64,244857
E12000002,2028,male,60-64,244039
E12000002,2029,male,60-64,243043
E12000002,2030,male,60-64,240514
E12000002,2031,male,60-64,240147
E12000002,2032,male,60-64,237418
E12000002,2033,male,60-64,233161
E12000002,2034,male,60-64,226277
E12000002,2035,male,60-64,220883
E12000002,2036,male,60-64,213197
E12000002,2037,male,60-64,206377
E12000002,2038,male,60-64,202988
E12000002,2039,male,60-64,204957
