region,year,sex,age_group,population
England,2022,male,0-4,1568276
England,2023,male,0-4,1555337
England,2024,male,0-4,1540171
England,2025,male,0-4,1521472
England,2026,male,0-4,1508746
England,2027,male,0-4,1491898
England,2028,male,0-4,1490485
England,2029,male,0-4,1490182
England,2030,male,0-4,1488855
England,2031,male,0-4,1487927
England,2032,male,0-4,1488055
England,2033,male,0-4,1489273
England,2034,male,0-4,1491432
England,2035,male,0-4,1494539
England,2036,male,0-4,1498652
England,2037,male,0-4,1503887
England,2038,male,0-4,1510189
England,2039,male,0-4,1517309
England,2040,male,0-4,1524979
England,2041,male,0-4,1532916
England,2042,male,0-4,1540787
England,2043,male,0-4,1548062
England,2044,male,0-4,1554247
England,2045,male,0-4,1559119
England,2046,male,0-4,1562539
England,2047,male,0-4,1564446
England,2022,male,5-9,1707638
England,2023,male,5-9,1699648
England,2024,male,5-9,1694182
England,2025,male,5-9,1676711
England,2026,male,5-9,1644272
England,2027,male,5-9,1623653
England,2028,male,5-9,1595148
England,2029,male,5-9,1569725
England,2030,male,5-9,1550955
England,2031,male,5-9,1540381
England,2032,male,5-9,1525638
England,2033,male,5-9,1525457
England,2034,male,5-9,1525487
England,2035,male,5-9,1524176
England,2036,male,5-9,1523266
England,2037,male,5-9,1523408
England,2038,male,5-9,1524635
England,2039,male,5-9,1526798
England,2040,male,5-9,1529909
England,2041,male,5-9,1534024
England,2042,male,5-9,1539258
England,2043,male,5-9,1545558
England,2044,male,5-9,1552669
England,2045,male,5-9,1560325
England,2046,male,5-9,1568253
England,2047,male,5-9,1576121
England,2022,male,10-14,1789255
England,2023,male,10-14,1798745
England,2024,male,10-14,1798882
England,2025,male,10-14,1788290
England,2026,male,10-14,1775086
England,2027,male,10-14,1753107
England,2028,male,10-14,1732765
England,2029,male,10-14,1718760
England,2030,male,10-14,1700796
England,2031,male,10-14,1669911
England,2032,male,10-14,1651064
England,2033,male,10-14,1623717
England,2034,male,10-14,1598667
England,2035,male,10-14,1579967
England,2036,male,10-14,1569441
England,2037,male,10-14,1554740
England,2038,male,10-14,1554583
England,2039,male,10-14,1554623
England,2040,male,10-14,1553322
England,2041,male,10-14,1552419
England,2042,male,10-14,1552567
England,2043,male,10-14,1553796
England,2044,male,10-14,1555962
England,2045,male,10-14,1559069
England,2046,male,10-14,1563178
England,2047,male,10-14,1568411
England,2022,male,15-19,1703618
England,2023,male,15-19,1761118
England,2024,male,15-19,1795141
England,2025,male,15-19,1814242
England,2026,male,15-19,1839596
England,2027,male,15-19,1859739
England,2028,male,15-19,1858787
England,2029,male,15-19,1851914
England,2030,male,15-19,1840809
England,2031,male,15-19,1828480
England,2032,male,15-19,1807546
England,2033,male,15-19,1787917
England,2034,male,15-19,1774167
England,2035,male,15-19,1756284
England,2036,male,15-19,1725502
England,2037,male,15-19,1706765
England,2038,male,15-19,1679506
England,2039,male,15-19,1654554
England,2040,male,15-19,1635941
England,2041,male,15-19,1625462
England,2042,male,15-19,1610792
England,2043,male,15-19,1610677
England,2044,male,15-19,1610732
England,2045,male,15-19,1609442
England,2046,male,15-19,1608552
England,2047,male,15-19,1608709
England,2022,male,20-24,1740839
England,2023,male,20-24,1807379
England,2024,male,20-24,1860880
England,2025,male,20-24,1884096
England,2026,male,20-24,1899676
England,2027,male,20-24,1916968
England,2028,male,20-24,1941482
England,2029,male,20-24,1956681
England,2030,male,20-24,1976425
England,2031,male,20-24,2004550
England,2032,male,20-24,2026516
England,2033,male,20-24,2026514
England,2034,male,20-24,2019966
England,2035,male,20-24,2009041
England,2036,male,20-24,1996904
England,2037,male,20-24,1976114
England,2038,male,20-24,1956654
England,2039,male,20-24,1943088
England,2040,male,20-24,1925426
England,2041,male,20-24,1894888
England,2042,male,20-24,1876298
England,2043,male,20-24,1849185
England,2044,male,20-24,1824386
England,2045,male,20-24,1805853
England,2046,male,20-24,1795401
England,2047,male,20-24,1780750
England,2022,male,25-29,1836278
England,2023,male,25-29,1898591
England,2024,male,25-29,1945598
England,2025,male,25-29,1956872
England,2026,male,25-29,1954356
England,2027,male,25-29,1945230
England,2028,male,25-29,1950839
England,2029,male,25-29,1966567
England,2030,male,25-29,1990511
England,2031,male,25-29,2015795
England,2032,male,25-29,2042588
England,2033,male,25-29,2072644
England,2034,male,25-29,2089413
England,2035,male,25-29,2109320
England,2036,male,25-29,2137575
England,2037,male,25-29,2159677
England,2038,male,25-29,2159767
England,2039,male,25-29,2153234
England,2040,male,25-29,2142294
England,2041,male,25-29,2130152
England,2042,male,25-29,2109398
England,2043,male,25-29,2089922
England,2044,male,25-29,2076293
England,2045,male,25-29,2058540
England,2046,male,25-29,2027896
England,2047,male,25-29,2009190
England,2022,male,30-34,1933496
England,2023,male,30-34,1978361
England,2024,male,30-34,2018932
England,2025,male,30-34,2025902
England,2026,male,30-34,2021918
England,2027,male,30-34,2027902
England,2028,male,30-34,2039389
England,2029,male,30-34,2051954
England,2030,male,30-34,2061323
England,2031,male,30-34,2064809
England,2032,male,30-34,2062558
England,2033,male,30-34,2072570
England,2034,male,30-34,2089478
England,2035,male,30-34,2113385
England,2036,male,30-34,2138610
England,2037,male,30-34,2165347
England,2038,male,30-34,2195376
England,2039,male,30-34,2212170
England,2040,male,30-34,2232065
England,2041,male,30-34,2260280
England,2042,male,30-34,2282357
England,2043,male,30-34,2282489
England,2044,male,30-34,2276019
England,2045,male,30-34,2265166
England,2046,male,30-34,2253145
England,2047,male,30-34,2232532
England,2022,male,35-39,1865668
England,2023,male,35-39,1922683
England,2024,male,35-39,1973333
England,2025,male,35-39,2002398
England,2026,male,35-39,2030928
England,2027,male,35-39,2055325
England,2028,male,35-39,2063328
England,2029,male,35-39,2078066
England,2030,male,35-39,2083807
England,2031,male,35-39,2084564
England,2032,male,35-39,2095704
England,2033,male,35-39,2110381
England,2034,male,35-39,2123808
England,2035,male,35-39,2133168
England,2036,male,35-39,2136663
England,2037,male,35-39,2134480
England,2038,male,35-39,2144501
England,2039,male,35-39,2161384
England,2040,male,35-39,2185258
England,2041,male,35-39,2210431
England,2042,male,35-39,2237096
England,2043,male,35-39,2267055
England,2044,male,35-39,2283835
England,2045,male,35-39,2303686
England,2046,male,35-39,2331813
England,2047,male,35-39,2353831
England,2022,male,40-44,1798188
England,2023,male,40-44,1847200
England,2024,male,40-44,1869913
England,2025,male,40-44,1883036
England,2026,male,40-44,1899375
England,2027,male,40-44,1921536
England,2028,male,40-44,1955398
England,2029,male,40-44,1989763
England,2030,male,40-44,2017974
England,2031,male,40-44,2049570
England,2032,male,40-44,2077499
England,2033,male,40-44,2087891
England,2034,male,40-44,2103355
England,2035,male,40-44,2109268
England,2036,male,40-44,2110238
England,2037,male,40-44,2121496
England,2038,male,40-44,2136223
England,2039,male,40-44,2149695
England,2040,male,40-44,2159078
England,2041,male,40-44,2162626
England,2042,male,40-44,2160573
England,2043,male,40-44,2170641
England,2044,male,40-44,2187535
England,2045,male,40-44,2211397
England,2046,male,40-44,2236534
England,2047,male,40-44,2263137
England,2022,male,45-49,1713834
England,2023,male,45-49,1694911
England,2024,male,45-49,1712015
England,2025,male,45-49,1742960
England,2026,male,45-49,1777322
England,2027,male,45-49,1816132
England,2028,male,45-49,1851363
England,2029,male,45-49,1864850
England,2030,male,45-49,1877717
England,2031,male,45-49,1896101
England,2032,male,45-49,1920525
England,2033,male,45-49,1955716
England,2034,male,45-49,1990342
England,2035,male,45-49,2018516
England,2036,male,45-49,2050046
England,2037,male,45-49,2077937
England,2038,male,45-49,2088475
England,2039,male,45-49,2104059
England,2040,male,45-49,2110169
England,2041,male,45-49,2111385
England,2042,male,45-49,2122792
England,2043,male,45-49,2137590
England,2044,male,45-49,2151131
England,2045,male,45-49,2160578
England,2046,male,45-49,2164233
England,2047,male,45-49,2162370
England,2022,male,50-54,1901068
England,2023,male,50-54,1878389
England,2024,male,50-54,1840565
England,2025,male,50-54,1804639
England,2026,male,50-54,1752950
England,2027,male,50-54,1707167
England,2028,male,50-54,1681209
England,2029,male,50-54,1693228
England,2030,male,50-54,1724109
England,2031,male,50-54,1759560
England,2032,male,50-54,1799394
England,2033,male,50-54,1835149
England,2034,male,50-54,1848940
England,2035,male,50-54,1862018
England,2036,male,50-54,1880533
England,2037,male,50-54,1904961
England,2038,male,50-54,1939994
England,2039,male,50-54,1974415
England,2040,male,50-54,2002502
England,2041,male,50-54,2033903
England,2042,male,50-54,2061694
England,2043,male,50-54,2072387
England,2044,male,50-54,2088077
England,2045,male,50-54,2094401
England,2046,male,50-54,2095915
England,2047,male,50-54,2107501
England,2022,male,55-59,1892533
England,2023,male,55-59,1900182
England,2024,male,55-59,1900315
England,2025,male,55-59,1885363
England,2026,male,55-59,1880738
England,2027,male,55-59,1861795
England,2028,male,55-59,1834834
England,2029,male,55-59,1794936
England,2030,male,55-59,1760541
England,2031,male,55-59,1711871
England,2032,male,55-59,1669102
England,2033,male,55-59,1645329
England,2034,male,55-59,1658161
England,2035,male,55-59,1689133
England,2036,male,55-59,1724349
England,2037,male,55-59,1763651
England,2038,male,55-59,1798878
England,2039,male,55-59,1812723
England,2040,male,55-59,1826040
England,2041,male,55-59,1844663
England,2042,male,55-59,1869012
England,2043,male,55-59,1903726
England,2044,male,55-59,1937780
England,2045,male,55-59,1965676
England,2046,male,55-59,1996829
England,2047,male,55-59,2024412
England,2022,male,60-64,1661598
England,2023,male,60-64,1705316
England,2024,male,60-64,1748661
England,2025,male,60-64,1786312
England,2026,male,60-64,1809133
England,2027,male,60-64,1824130
England,2028,male,60-64,1828176
England,2029,male,60-64,1826121
England,2030,male,60-64,1812067
England,2031,male,60-64,1808759
England,2032,male,60-64,1791757
England,2033,male,60-64,1766821
England,2034,male,60-64,1729212
England,2035,male,60-64,1696888
England,2036,male,60-64,1651023
England,2037,male,60-64,1610896
England,2038,male,60-64,1589096
England,2039,male,60-64,1602582
England,2040,male,60-64,1633448
England,2041,male,60-64,1668164
England,2042,male,60-64,1706610
England,2043,male,60-64,1741044
England,2044,male,60-64,1754927
England,2045,male,60-64,1768508
England,2046,male,60-64,1787184
England,2047,male,60-64,1811328
England,2022,male,65-69,1372227
England,2023,male,65-69,1402175
England,2024,male,65-69,1436992
England,2025,male,65-69,1479631
England,2026,male,65-69,1523832
England,2027,male,65-69,1568897
England,2028,male,65-69,1609000
England,2029,male,65-69,1648954
England,2030,male,65-69,1684957
England,2031,male,65-69,1707285
England,2032,male,65-69,1722304
England,2033,male,65-69,1726831
England,2034,male,65-69,1725532
England,2035,male,65-69,1712898
England,2036,male,65-69,1710609
England,2037,male,65-69,1695357
England,2038,male,65-69,1672600
England,2039,male,65-69,1637915
England,2040,male,65-69,1608286
England,2041,male,65-69,1566018
England,2042,male,65-69,1529176
England,2043,male,65-69,1509719
England,2044,male,65-69,1523773
England,2045,male,65-69,1554251
England,2046,male,65-69,1588146
England,2047,male,65-69,1625363
England,2022,male,70-74,1264199
England,2023,male,70-74,1233102
England,2024,male,70-74,1221839
England,2025,male,70-74,1218018
England,2026,male,70-74,1228967
England,2027,male,70-74,1252366
England,2028,male,70-74,1281049
England,2029,male,70-74,1313981
England,2030,male,70-74,1354617
England,2031,male,70-74,1396809
England,2032,male,70-74,1439650
England,2033,male,70-74,1477757
England,2034,male,70-74,1515502
England,2035,male,70-74,1549449
England,2036,male,70-74,1570789
England,2037,male,70-74,1585495
England,2038,male,70-74,1590553
England,2039,male,70-74,1590397
England,2040,male,70-74,1579839
England,2041,male,70-74,1579010
England,2042,male,70-74,1566171
England,2043,male,70-74,1546305
England,2044,male,70-74,1515409
England,2045,male,70-74,1489175
England,2046,male,70-74,1451450
England,2047,male,70-74,1418683
England,2022,male,75-79,1064194
England,2023,male,75-79,1112987
England,2024,male,75-79,1133138
England,2025,male,75-79,1145231
England,2026,male,75-79,1147999
England,2027,male,75-79,1092640
England,2028,male,75-79,1067170
England,2029,male,75-79,1058313
England,2030,male,75-79,1056518
England,2031,male,75-79,1068065
England,2032,male,75-79,1090570
England,2033,male,75-79,1117947
England,2034,male,75-79,1148880
England,2035,male,75-79,1186183
England,2036,male,75-79,1224894
England,2037,male,75-79,1264131
England,2038,male,75-79,1299221
England,2039,male,75-79,1333909
England,2040,male,75-79,1365156
England,2041,male,75-79,1385299
England,2042,male,75-79,1399740
England,2043,male,75-79,1405678
England,2044,male,75-79,1407197
England,2045,male,75-79,1399500
England,2046,male,75-79,1400636
England,2047,male,75-79,1390998
England,2022,male,80-84,634345
England,2023,male,80-84,654181
England,2024,male,80-84,685975
England,2025,male,80-84,716168
England,2026,male,80-84,754845
England,2027,male,80-84,835039
England,2028,male,80-84,877830
England,2029,male,80-84,895645
England,2030,male,80-84,905361
England,2031,male,80-84,906666
England,2032,male,80-84,864884
England,2033,male,80-84,846494
England,2034,male,80-84,841218
England,2035,male,80-84,841567
England,2036,male,80-84,852973
England,2037,male,80-84,873228
England,2038,male,80-84,897834
England,2039,male,80-84,925173
England,2040,male,80-84,957252
England,2041,male,80-84,990673
England,2042,male,80-84,1024578
England,2043,male,80-84,1055249
England,2044,male,80-84,1085551
England,2045,male,80-84,1112977
England,2046,male,80-84,1131377
England,2047,male,80-84,1145327
England,2022,male,85-89,367817
England,2023,male,85-89,378919
England,2024,male,85-89,390310
England,2025,male,85-89,396652
England,2026,male,85-89,395484
England,2027,male,85-89,403011
England,2028,male,85-89,420373
England,2029,male,85-89,445316
England,2030,male,85-89,468542
England,2031,male,85-89,496192
England,2032,male,85-89,554614
England,2033,male,85-89,585617
England,2034,male,85-89,598384
England,2035,male,85-89,604085
England,2036,male,85-89,603644
England,2037,male,85-89,578301
England,2038,male,85-89,568520
England,2039,male,85-89,567385
England,2040,male,85-89,569855
England,2041,male,85-89,580199
England,2042,male,85-89,596575
England,2043,male,85-89,616410
England,2044,male,85-89,637982
England,2045,male,85-89,662438
England,2046,male,85-89,688177
England,2047,male,85-89,714417
England,2022,male,90+,170961
England,2023,male,90+,173437
England,2024,male,90+,177981
England,2025,male,90+,184774
England,2026,male,90+,192196
England,2027,male,90+,200701
England,2028,male,90+,209621
England,2029,male,90+,217649
England,2030,male,90+,223700
England,2031,male,90+,225823
England,2032,male,90+,233364
England,2033,male,90+,246525
England,2034,male,90+,263245
England,2035,male,90+,277645
England,2036,male,90+,292138
England,2037,male,90+,326680
England,2038,male,90+,347404
England,2039,male,90+,359098
England,2040,male,90+,365418
England,2041,male,90+,368739
England,2042,male,90+,370059
England,2043,male,90+,373424
England,2044,male,90+,377588
England,2045,male,90+,381670
England,2046,male,90+,389479
England,2047,male,90+,400203
North East,2022,male,0-4,68153
North East,2023,male,0-4,67167
North East,2024,male,0-4,66151
North East,2025,male,0-4,65355
North East,2026,male,0-4,64554
North East,2027,male,0-4,63613
North East,2028,male,0-4,63333
North East,2029,male,0-4,63084
North East,2030,male,0-4,62820
North East,2031,male,0-4,62558
North East,2032,male,0-4,62361
North East,2033,male,0-4,62221
North East,2034,male,0-4,62119
North East,2035,male,0-4,62064
North East,2036,male,0-4,62058
North East,2037,male,0-4,62108
North East,2038,male,0-4,62206
North East,2039,male,0-4,62340
North East,2040,male,0-4,62493
North East,2041,male,0-4,62649
North East,2042,male,0-4,62796
North East,2043,male,0-4,62912
North East,2044,male,0-4,62979
North East,2045,male,0-4,62990
North East,2046,male,0-4,62943
North East,2047,male,0-4,62838
North East,2022,male,5-9,77303
North East,2023,male,5-9,76553
North East,2024,male,5-9,75891
North East,2025,male,5-9,74735
North East,2026,male,5-9,73121
North East,2027,male,5-9,72034
North East,2028,male,5-9,70521
North East,2029,male,5-9,69137
North East,2030,male,5-9,68302
North East,2031,male,5-9,67549
North East,2032,male,5-9,66656
North East,2033,male,5-9,66414
North East,2034,male,5-9,66183
North East,2035,male,5-9,65928
North East,2036,male,5-9,65676
North East,2037,male,5-9,65489
North East,2038,male,5-9,65358
North East,2039,male,5-9,65268
North East,2040,male,5-9,65225
North East,2041,male,5-9,65231
North East,2042,male,5-9,65294
North East,2043,male,5-9,65406
North East,2044,male,5-9,65554
North East,2045,male,5-9,65722
North East,2046,male,5-9,65894
North East,2047,male,5-9,66057
North East,2022,male,10-14,80957
North East,2023,male,10-14,81649
North East,2024,male,10-14,82047
North East,2025,male,10-14,81579
North East,2026,male,10-14,80900
North East,2027,male,10-14,79973
North East,2028,male,10-14,78833
North East,2029,male,10-14,77886
North East,2030,male,10-14,76709
North East,2031,male,10-14,75120
North East,2032,male,10-14,74071
North East,2033,male,10-14,72578
North East,2034,male,10-14,71192
North East,2035,male,10-14,70342
North East,2036,male,10-14,69590
North East,2037,male,10-14,68698
North East,2038,male,10-14,68463
North East,2039,male,10-14,68238
North East,2040,male,10-14,67989
North East,2041,male,10-14,67743
North East,2042,male,10-14,67563
North East,2043,male,10-14,67439
North East,2044,male,10-14,67355
North East,2045,male,10-14,67319
North East,2046,male,10-14,67334
North East,2047,male,10-14,67405
North East,2022,male,15-19,79322
North East,2023,male,15-19,82063
North East,2024,male,15-19,83805
North East,2025,male,15-19,85195
North East,2026,male,15-19,86798
North East,2027,male,15-19,88030
North East,2028,male,15-19,88387
North East,2029,male,15-19,88571
North East,2030,male,15-19,88099
North East,2031,male,15-19,87448
North East,2032,male,15-19,86423
North East,2033,male,15-19,85238
North East,2034,male,15-19,84335
North East,2035,male,15-19,83197
North East,2036,male,15-19,81532
North East,2037,male,15-19,80400
North East,2038,male,15-19,78887
North East,2039,male,15-19,77476
North East,2040,male,15-19,76518
North East,2041,male,15-19,75762
North East,2042,male,15-19,74742
North East,2043,male,15-19,74510
North East,2044,male,15-19,74315
North East,2045,male,15-19,74076
North East,2046,male,15-19,73839
North East,2047,male,15-19,73670
North East,2022,male,20-24,84382
North East,2023,male,20-24,86960
North East,2024,male,20-24,89463
North East,2025,male,20-24,90937
North East,2026,male,20-24,92460
North East,2027,male,20-24,93873
North East,2028,male,20-24,95515
North East,2029,male,20-24,96643
North East,2030,male,20-24,98002
North East,2031,male,20-24,99648
North East,2032,male,20-24,100804
North East,2033,male,20-24,100980
North East,2034,male,20-24,100807
North East,2035,male,20-24,100133
North East,2036,male,20-24,99534
North East,2037,male,20-24,98547
North East,2038,male,20-24,97422
North East,2039,male,20-24,96479
North East,2040,male,20-24,95252
North East,2041,male,20-24,93586
North East,2042,male,20-24,92487
North East,2043,male,20-24,90865
North East,2044,male,20-24,89399
North East,2045,male,20-24,88395
North East,2046,male,20-24,87702
North East,2047,male,20-24,86877
North East,2022,male,25-29,80877
North East,2023,male,25-29,82622
North East,2024,male,25-29,83835
North East,2025,male,25-29,83283
North East,2026,male,25-29,82369
North East,2027,male,25-29,81318
North East,2028,male,25-29,81261
North East,2029,male,25-29,81826
North East,2030,male,25-29,82907
North East,2031,male,25-29,84326
North East,2032,male,25-29,85686
North East,2033,male,25-29,87141
North East,2034,male,25-29,88065
North East,2035,male,25-29,89153
North East,2036,male,25-29,90500
North East,2037,male,25-29,91516
North East,2038,male,25-29,91642
North East,2039,male,25-29,91549
North East,2040,male,25-29,91065
North East,2041,male,25-29,90535
North East,2042,male,25-29,89679
North East,2043,male,25-29,88762
North East,2044,male,25-29,88022
North East,2045,male,25-29,87079
North East,2046,male,25-29,85650
North East,2047,male,25-29,84721
North East,2022,male,30-34,83843
North East,2023,male,30-34,85686
North East,2024,male,30-34,87291
North East,2025,male,30-34,87972
North East,2026,male,30-34,87547
North East,2027,male,30-34,87389
North East,2028,male,30-34,87405
North East,2029,male,30-34,87472
North East,2030,male,30-34,87036
North East,2031,male,30-34,86487
North East,2032,male,30-34,85780
North East,2033,male,30-34,85891
North East,2034,male,30-34,86478
North East,2035,male,30-34,87529
North East,2036,male,30-34,88882
North East,2037,male,30-34,90194
North East,2038,male,30-34,91596
North East,2039,male,30-34,92483
North East,2040,male,30-34,93524
North East,2041,male,30-34,94830
North East,2042,male,30-34,95834
North East,2043,male,30-34,95944
North East,2044,male,30-34,95843
North East,2045,male,30-34,95382
North East,2046,male,30-34,94862
North East,2047,male,30-34,94024
North East,2022,male,35-39,82271
North East,2023,male,35-39,84742
North East,2024,male,35-39,86550
North East,2025,male,35-39,87465
North East,2026,male,35-39,88494
North East,2027,male,35-39,89788
North East,2028,male,35-39,90354
North East,2029,male,35-39,91034
North East,2030,male,35-39,91598
North East,2031,male,35-39,91302
North East,2032,male,35-39,91306
North East,2033,male,35-39,91452
North East,2034,male,35-39,91605
North East,2035,male,35-39,91271
North East,2036,male,35-39,90812
North East,2037,male,35-39,90182
North East,2038,male,35-39,90338
North East,2039,male,35-39,90947
North East,2040,male,35-39,92009
North East,2041,male,35-39,93349
North East,2042,male,35-39,94656
North East,2043,male,35-39,96056
North East,2044,male,35-39,96936
North East,2045,male,35-39,97969
North East,2046,male,35-39,99276
North East,2047,male,35-39,100285
North East,2022,male,40-44,77852
North East,2023,male,40-44,80423
North East,2024,male,40-44,81473
North East,2025,male,40-44,82453
North East,2026,male,40-44,84092
North East,2027,male,40-44,85632
North East,2028,male,40-44,87304
North East,2029,male,40-44,88569
North East,2030,male,40-44,89466
North East,2031,male,40-44,90605
North East,2032,male,40-44,91987
North East,2033,male,40-44,92611
North East,2034,male,40-44,93319
North East,2035,male,40-44,93865
North East,2036,male,40-44,93590
North East,2037,male,40-44,93632
North East,2038,male,40-44,93815
North East,2039,male,40-44,94013
North East,2040,male,40-44,93745
North East,2041,male,40-44,93344
North East,2042,male,40-44,92766
North East,2043,male,40-44,92957
North East,2044,male,40-44,93590
North East,2045,male,40-44,94668
North East,2046,male,40-44,96002
North East,2047,male,40-44,97310
North East,2022,male,45-49,73285
North East,2023,male,45-49,72017
North East,2024,male,45-49,73528
North East,2025,male,45-49,75124
North East,2026,male,45-49,77032
North East,2027,male,45-49,79629
North East,2028,male,45-49,81765
North East,2029,male,45-49,82490
North East,2030,male,45-49,83430
North East,2031,male,45-49,85074
North East,2032,male,45-49,86645
North East,2033,male,45-49,88353
North East,2034,male,45-49,89662
North East,2035,male,45-49,90592
North East,2036,male,45-49,91762
North East,2037,male,45-49,93152
North East,2038,male,45-49,93783
North East,2039,male,45-49,94504
North East,2040,male,45-49,95042
North East,2041,male,45-49,94787
North East,2042,male,45-49,94860
North East,2043,male,45-49,95074
North East,2044,male,45-49,95304
North East,2045,male,45-49,95086
North East,2046,male,45-49,94730
North East,2047,male,45-49,94192
North East,2022,male,50-54,88094
North East,2023,male,50-54,86242
North East,2024,male,50-54,83550
North East,2025,male,50-54,81375
North East,2026,male,50-54,77715
North East,2027,male,50-54,74317
North East,2028,male,50-54,72842
North East,2029,male,50-54,74158
North East,2030,male,50-54,75763
North East,2031,male,50-54,77705
North East,2032,male,50-54,80304
North East,2033,male,50-54,82448
North East,2034,male,50-54,83184
North East,2035,male,50-54,84126
North East,2036,male,50-54,85744
North East,2037,male,50-54,87305
North East,2038,male,50-54,89023
North East,2039,male,50-54,90367
North East,2040,male,50-54,91332
North East,2041,male,50-54,92534
North East,2042,male,50-54,93934
North East,2043,male,50-54,94576
North East,2044,male,50-54,95312
North East,2045,male,50-54,95846
North East,2046,male,50-54,95617
North East,2047,male,50-54,95722
North East,2022,male,55-59,93851
North East,2023,male,55-59,93100
North East,2024,male,55-59,92028
North East,2025,male,55-59,90019
North East,2026,male,55-59,89473
North East,2027,male,55-59,88111
North East,2028,male,55-59,86151
North East,2029,male,55-59,83407
North East,2030,male,55-59,81276
North East,2031,male,55-59,77743
North East,2032,male,55-59,74487
North East,2033,male,55-59,73083
North East,2034,male,55-59,74395
North East,2035,male,55-59,76023
North East,2036,male,55-59,77974
North East,2037,male,55-59,80552
North East,2038,male,55-59,82690
North East,2039,male,55-59,83444
North East,2040,male,55-59,84394
North East,2041,male,55-59,85998
North East,2042,male,55-59,87557
North East,2043,male,55-59,89288
North East,2044,male,55-59,90667
North East,2045,male,55-59,91671
North East,2046,male,55-59,92909
North East,2047,male,55-59,94327
North East,2022,male,60-64,87927
North East,2023,male,60-64,89324
North East,2024,male,60-64,90603
North East,2025,male,60-64,92369
North East,2026,male,60-64,93069
North East,2027,male,60-64,92739
North East,2028,male,60-64,91964
North East,2029,male,60-64,90891
North East,2030,male,60-64,88989
North East,2031,male,60-64,88512
North East,2032,male,60-64,87239
North East,2033,male,60-64,85370
North East,2034,male,60-64,82726
North East,2035,male,60-64,80668
North East,2036,male,60-64,77277
North East,2037,male,60-64,74161
North East,2038,male,60-64,72829
North East,2039,male,60-64,74137
North East,2040,male,60-64,75790
North East,2041,male,60-64,77748
North East,2042,male,60-64,80295
North East,2043,male,60-64,82420
North East,2044,male,60-64,83197
North East,2045,male,60-64,84160
North East,2046,male,60-64,85750
North East,2047,male,60-64,87307
North East,2022,male,65-69,76127
North East,2023,male,65-69,77716
North East,2024,male,65-69,79376
North East,2025,male,65-69,80987
North East,2026,male,65-69,82512
North East,2027,male,65-69,84462
North East,2028,male,65-69,85861
North East,2029,male,65-69,87136
North East,2030,male,65-69,88870
North East,2031,male,65-69,89588
North East,2032,male,65-69,89355
North East,2033,male,65-69,88683
North East,2034,male,65-69,87719
North East,2035,male,65-69,85977
North East,2036,male,65-69,85587
North East,2037,male,65-69,84420
North East,2038,male,65-69,82676
North East,2039,male,65-69,80186
North East,2040,male,65-69,78251
North East,2041,male,65-69,75073
North East,2042,male,65-69,72163
North East,2043,male,65-69,70947
North East,2044,male,65-69,72257
North East,2045,male,65-69,73928
North East,2046,male,65-69,75872
North East,2047,male,65-69,78352
North East,2022,male,70-74,68212
North East,2023,male,70-74,67128
North East,2024,male,70-74,66903
North East,2025,male,70-74,67163
North East,2026,male,70-74,68185
North East,2027,male,70-74,69732
North East,2028,male,70-74,71331
North East,2029,male,70-74,72967
North East,2030,male,70-74,74568
North East,2031,male,70-74,76098
North East,2032,male,70-74,78010
North East,2033,male,70-74,79406
North East,2034,male,70-74,80680
North East,2035,male,70-74,82336
North East,2036,male,70-74,83049
North East,2037,male,70-74,82918
North East,2038,male,70-74,82371
North East,2039,male,70-74,81555
North East,2040,male,70-74,80036
North East,2041,male,70-74,79770
North East,2042,male,70-74,78764
North East,2043,male,70-74,77209
North East,2044,male,70-74,74948
North East,2045,male,70-74,73207
North East,2046,male,70-74,70343
North East,2047,male,70-74,67729
North East,2022,male,75-79,53899
North East,2023,male,75-79,57439
North East,2024,male,75-79,59211
North East,2025,male,75-79,60350
North East,2026,male,75-79,61004
North East,2027,male,75-79,58336
North East,2028,male,75-79,57556
North East,2029,male,75-79,57446
North East,2030,male,75-79,57757
North East,2031,male,75-79,58755
North East,2032,male,75-79,60226
North East,2033,male,75-79,61747
North East,2034,male,75-79,63299
North East,2035,male,75-79,64810
North East,2036,male,75-79,66262
North East,2037,male,75-79,68048
North East,2038,male,75-79,69380
North East,2039,male,75-79,70606
North East,2040,male,75-79,72135
North East,2041,male,75-79,72827
North East,2042,male,75-79,72820
North East,2043,male,75-79,72434
North East,2044,male,75-79,71818
North East,2045,male,75-79,70600
North East,2046,male,75-79,70500
North East,2047,male,75-79,69716
North East,2022,male,80-84,31590
North East,2023,male,80-84,31846
North East,2024,male,80-84,33161
North East,2025,male,80-84,34666
North East,2026,male,80-84,36581
North East,2027,male,80-84,41226
North East,2028,male,80-84,44082
North East,2029,male,80-84,45513
North East,2030,male,80-84,46366
North East,2031,male,80-84,46796
North East,2032,male,80-84,44778
North East,2033,male,80-84,44324
North East,2034,male,80-84,44374
North East,2035,male,80-84,44726
North East,2036,male,80-84,45640
North East,2037,male,80-84,46926
North East,2038,male,80-84,48276
North East,2039,male,80-84,49636
North East,2040,male,80-84,50947
North East,2041,male,80-84,52220
North East,2042,male,80-84,53779
North East,2043,male,80-84,54974
North East,2044,male,80-84,56081
North East,2045,male,80-84,57410
North East,2046,male,80-84,58051
North East,2047,male,80-84,58177
North East,2022,male,85-89,17940
North East,2023,male,85-89,18394
North East,2024,male,85-89,18867
