region,year,sex,age_group,population
England,2029,female,35-39,2173677
England,2030,female,35-39,2165660
England,2031,female,35-39,2151461
England,2032,female,35-39,2147490
England,2033,female,35-39,2145112
England,2034,female,35-39,2138104
England,2035,female,35-39,2128751
England,2036,female,35-39,2118200
England,2037,female,35-39,2097701
England,2038,female,35-39,2085545
England,2039,female,35-39,2084593
England,2040,female,35-39,2092844
England,2041,female,35-39,2106026
England,2042,female,35-39,2126731
England,2043,female,35-39,2159817
England,2044,female,35-39,2180781
England,2045,female,35-39,2204781
England,2046,female,35-39,2233156
England,2047,female,35-39,2255870
England,2022,female,40-44,1887642
England,2023,female,40-44,1946569
England,2024,female,40-44,1976808
England,2025,female,40-44,1996257
England,2026,female,40-44,2017659
England,2027,female,40-44,2050198
England,2028,female,40-44,2090457
England,2029,female,40-44,2127064
England,2030,female,40-44,2155451
England,2031,female,40-44,2182169
England,2032,female,40-44,2200051
England,2033,female,40-44,2198508
England,2034,female,40-44,2203049
England,2035,female,40-44,2195172
England,2036,female,40-44,2181167
England,2037,female,40-44,2177350
England,2038,female,40-44,2175080
England,2039,female,40-44,2168182
England,2040,female,40-44,2158933
England,2041,female,40-44,2148493
England,2042,female,40-44,2128170
England,2043,female,40-44,2116162
England,2044,female,40-44,2115327
England,2045,female,40-44,2123654
England,2046,female,40-44,2136876
England,2047,female,40-44,2157577
England,2022,female,45-49,1765240
England,2023,female,45-49,1748589
England,2024,female,45-49,1771615
England,2025,female,45-49,1812321
England,2026,female,45-49,1859570
England,2027,female,45-49,1909600
England,2028,female,45-49,1957314
England,2029,female,45-49,1979664
England,2030,female,45-49,1998606
England,2031,female,45-49,2021305
England,2032,female,45-49,2055259
England,2033,female,45-49,2096334
England,2034,female,45-49,2133059
England,2035,female,45-49,2161391
England,2036,female,45-49,2188056
England,2037,female,45-49,2205924
England,2038,female,45-49,2204521
England,2039,female,45-49,2209191
England,2040,female,45-49,2201512
England,2041,female,45-49,2187758
England,2042,female,45-49,2184149
England,2043,female,45-49,2182031
England,2044,female,45-49,2175305
England,2045,female,45-49,2166223
England,2046,female,45-49,2155944
England,2047,female,45-49,2135883
England,2022,female,50-54,1965506
England,2023,female,50-54,1940691
England,2024,female,50-54,1900892
England,2025,female,50-54,1863600
England,2026,female,50-54,1809108
England,2027,female,50-54,1764351
England,2028,female,50-54,1741630
England,2029,female,50-54,1760116
England,2030,female,50-54,1800416
England,2031,female,50-54,1848155
England,2032,female,50-54,1898646
England,2033,female,50-54,1946460
England,2034,female,50-54,1968806
England,2035,female,50-54,1987727
England,2036,female,50-54,2010393
England,2037,female,50-54,2044204
England,2038,female,50-54,2085055
England,2039,female,50-54,2121566
England,2040,female,50-54,2149795
England,2041,female,50-54,2176370
England,2042,female,50-54,2194215
England,2043,female,50-54,2193004
England,2044,female,50-54,2197828
England,2045,female,50-54,2190414
England,2046,female,50-54,2177019
England,2047,female,50-54,2173701
England,2022,female,55-59,1961166
England,2023,female,55-59,1971334
England,2024,female,55-59,1973132
England,2025,female,55-59,1959471
England,2026,female,55-59,1956748
England,2027,female,55-59,1939543
England,2028,female,55-59,1911039
England,2029,female,55-59,1869296
England,2030,female,55-59,1832970
England,2031,female,55-59,1780570
England,2032,female,55-59,1737825
England,2033,female,55-59,1716438
England,2034,female,55-59,1735209
England,2035,female,55-59,1775221
England,2036,female,55-59,1822420
England,2037,female,55-59,1872204
England,2038,female,55-59,1919323
England,2039,female,55-59,1941461
England,2040,female,55-59,1960364
England,2041,female,55-59,1982980
England,2042,female,55-59,2016569
England,2043,female,55-59,2057077
England,2044,female,55-59,2093245
England,2045,female,55-59,2121296
England,2046,female,55-59,2147719
England,2047,female,55-59,2165518
England,2022,female,60-64,1719417
England,2023,female,60-64,1770575
England,2024,female,60-64,1821375
England,2025,female,60-64,1868149
England,2026,female,60-64,1899971
England,2027,female,60-64,1916862
England,2028,female,60-64,1923987
England,2029,female,60-64,1923918
England,2030,female,60-64,1910823
England,2031,female,60-64,1908998
England,2032,female,60-64,1893050
England,2033,female,60-64,1865923
England,2034,female,60-64,1825701
England,2035,female,60-64,1790749
England,2036,female,60-64,1740201
England,2037,female,60-64,1699085
England,2038,female,60-64,1678815
England,2039,female,60-64,1697760
England,2040,female,60-64,1737379
England,2041,female,60-64,1783865
England,2042,female,60-64,1832750
England,2043,female,60-64,1879007
England,2044,female,60-64,1900929
England,2045,female,60-64,1919841
England,2046,female,60-64,1942391
England,2047,female,60-64,1975654
England,2022,female,65-69,1453538
England,2023,female,65-69,1483516
England,2024,female,65-69,1517854
England,2025,female,65-69,1561190
England,2026,female,65-69,1608817
England,2027,female,65-69,1659679
England,2028,female,65-69,1707987
England,2029,female,65-69,1756298
England,2030,female,65-69,1802009
England,2031,female,65-69,1833558
England,2032,female,65-69,1850704
England,2033,female,65-69,1858253
England,2034,female,65-69,1858733
England,2035,female,65-69,1846578
England,2036,female,65-69,1845394
England,2037,female,65-69,1830504
England,2038,female,65-69,1804828
England,2039,female,65-69,1766550
England,2040,female,65-69,1733391
England,2041,female,65-69,1685276
England,2042,female,65-69,1646247
England,2043,female,65-69,1627380
England,2044,female,65-69,1646500
England,2045,female,65-69,1685595
England,2046,female,65-69,1731191
England,2047,female,65-69,1778959
England,2022,female,70-74,1393523
England,2023,female,70-74,1358083
England,2024,female,70-74,1346372
England,2025,female,70-74,1339883
England,2026,female,70-74,1349191
England,2027,female,70-74,1371932
England,2028,female,70-74,1400581
England,2029,female,70-74,1433517
England,2030,female,70-74,1475764
England,2031,female,70-74,1522350
England,2032,female,70-74,1572050
England,2033,female,70-74,1619190
England,2034,female,70-74,1666131
England,2035,female,70-74,1710410
England,2036,female,70-74,1741163
England,2037,female,70-74,1758227
England,2038,female,70-74,1766161
England,2039,female,70-74,1767444
England,2040,female,70-74,1756712
England,2041,female,70-74,1756527
England,2042,female,70-74,1743192
England,2043,female,70-74,1719531
England,2044,female,70-74,1683883
England,2045,female,70-74,1653112
England,2046,female,70-74,1608265
England,2047,female,70-74,1572013
England,2022,female,75-79,1219566
England,2023,female,75-79,1276390
England,2024,female,75-79,1301623
England,2025,female,75-79,1319322
England,2026,female,75-79,1325018
England,2027,female,75-79,1265044
England,2028,female,75-79,1234394
England,2029,female,75-79,1224723
England,2030,female,75-79,1220186
England,2031,female,75-79,1230250
England,2032,female,75-79,1252706
England,2033,female,75-79,1280731
England,2034,female,75-79,1312723
England,2035,female,75-79,1353040
England,2036,female,75-79,1397432
England,2037,female,75-79,1444791
England,2038,female,75-79,1489750
England,2039,female,75-79,1534440
England,2040,female,75-79,1576499
England,2041,female,75-79,1606015
England,2042,female,75-79,1622954
England,2043,female,75-79,1631466
England,2044,female,75-79,1633955
England,2045,female,75-79,1625328
England,2046,female,75-79,1626617
England,2047,female,75-79,1615526
England,2022,female,80-84,803315
England,2023,female,80-84,824712
England,2024,female,80-84,858406
England,2025,female,80-84,891827
England,2026,female,80-84,936287
England,2027,female,80-84,1028874
England,2028,female,80-84,1080451
England,2029,female,80-84,1103687
England,2030,female,80-84,1119515
England,2031,female,80-84,1124335
England,2032,female,80-84,1076242
England,2033,female,80-84,1052576
England,2034,female,80-84,1046427
England,2035,female,80-84,1044449
England,2036,female,80-84,1055074
England,2037,female,80-84,1076475
England,2038,female,80-84,1102947
England,2039,female,80-84,1132916
England,2040,female,80-84,1169734
England,2041,female,80-84,1210232
England,2042,female,80-84,1253489
England,2043,female,80-84,1294661
England,2044,female,80-84,1335514
England,2045,female,80-84,1373879
England,2046,female,80-84,1401242
England,2047,female,80-84,1417763
England,2022,female,85-89,536705
England,2023,female,85-89,548611
England,2024,female,85-89,561290
England,2025,female,85-89,568237
England,2026,female,85-89,565438
England,2027,female,85-89,573728
England,2028,female,85-89,594321
England,2029,female,85-89,623600
England,2030,female,85-89,651779
England,2031,female,85-89,686505
England,2032,female,85-89,760113
England,2033,female,85-89,801247
England,2034,female,85-89,819945
England,2035,female,85-89,831707
England,2036,female,85-89,834566
England,2037,female,85-89,802356
England,2038,female,85-89,787966
England,2039,female,85-89,786298
England,2040,female,85-89,787409
England,2041,female,85-89,798110
England,2042,female,85-89,817100
England,2043,female,85-89,840285
England,2044,female,85-89,866194
England,2045,female,85-89,896843
England,2046,female,85-89,930568
England,2047,female,85-89,966759
England,2022,female,90+,349365
England,2023,female,90+,345334
England,2024,female,90+,346170
England,2025,female,90+,351432
England,2026,female,90+,359130
England,2027,female,90+,368949
England,2028,female,90+,380446
England,2029,female,90+,391569
England,2030,female,90+,400541
England,2031,female,90+,404015
England,2032,female,90+,415400
England,2033,female,90+,435170
England,2034,female,90+,459580
England,2035,female,90+,481115
England,2036,female,90+,502719
England,2037,female,90+,554067
England,2038,female,90+,587781
England,2039,female,90+,608707
England,2040,female,90+,622767
England,2041,female,90+,631107
England,2042,female,90+,636546
England,2043,female,90+,643173
England,2044,female,90+,651002
England,2045,female,90+,657386
England,2046,female,90+,667724
England,2047,female,90+,682768
North East,2022,female,0-4,64651
North East,2023,female,0-4,63710
North East,2024,female,0-4,62774
North East,2025,female,0-4,61987
North East,2026,female,0-4,61349
North East,2027,female,0-4,60546
North East,2028,female,0-4,60285
North East,2029,female,0-4,60047
North East,2030,female,0-4,59794
North East,2031,female,0-4,59544
North East,2032,female,0-4,59356
North East,2033,female,0-4,59222
North East,2034,female,0-4,59125
North East,2035,female,0-4,59072
North East,2036,female,0-4,59066
North East,2037,female,0-4,59113
North East,2038,female,0-4,59207
North East,2039,female,0-4,59333
North East,2040,female,0-4,59479
North East,2041,female,0-4,59627
North East,2042,female,0-4,59767
North East,2043,female,0-4,59877
North East,2044,female,0-4,59941
North East,2045,female,0-4,59951
North East,2046,female,0-4,59906
North East,2047,female,0-4,59806
North East,2022,female,5-9,72870
North East,2023,female,5-9,72299
North East,2024,female,5-9,71863
North East,2025,female,5-9,70878
North East,2026,female,5-9,69324
North East,2027,female,5-9,67912
North East,2028,female,5-9,66511
North East,2029,female,5-9,65260
North East,2030,female,5-9,64442
North East,2031,female,5-9,63842
North East,2032,female,5-9,63079
North East,2033,female,5-9,62853
North East,2034,female,5-9,62631
North East,2035,female,5-9,62386
North East,2036,female,5-9,62145
North East,2037,female,5-9,61967
North East,2038,female,5-9,61842
North East,2039,female,5-9,61756
North East,2040,female,5-9,61714
North East,2041,female,5-9,61720
North East,2042,female,5-9,61779
North East,2043,female,5-9,61885
North East,2044,female,5-9,62025
North East,2045,female,5-9,62184
North East,2046,female,5-9,62348
North East,2047,female,5-9,62502
North East,2022,female,10-14,76797
North East,2023,female,10-14,76919
North East,2024,female,10-14,76990
North East,2025,female,10-14,76415
North East,2026,female,10-14,75836
North East,2027,female,10-14,75186
North East,2028,female,10-14,74275
North East,2029,female,10-14,73588
North East,2030,female,10-14,72580
North East,2031,female,10-14,71052
North East,2032,female,10-14,69685
North East,2033,female,10-14,68298
North East,2034,female,10-14,67043
North East,2035,female,10-14,66211
North East,2036,female,10-14,65607
North East,2037,female,10-14,64840
North East,2038,female,10-14,64620
North East,2039,female,10-14,64404
North East,2040,female,10-14,64164
North East,2041,female,10-14,63928
North East,2042,female,10-14,63756
North East,2043,female,10-14,63636
North East,2044,female,10-14,63557
North East,2045,female,10-14,63522
North East,2046,female,10-14,63534
North East,2047,female,10-14,63601
North East,2022,female,15-19,75703
North East,2023,female,15-19,78274
North East,2024,female,15-19,79645
North East,2025,female,15-19,80939
North East,2026,female,15-19,82192
North East,2027,female,15-19,83245
North East,2028,female,15-19,83150
North East,2029,female,15-19,83059
North East,2030,female,15-19,82518
North East,2031,female,15-19,81969
North East,2032,female,15-19,81208
North East,2033,female,15-19,80278
North East,2034,female,15-19,79600
North East,2035,female,15-19,78596
North East,2036,female,15-19,76936
North East,2037,female,15-19,75581
North East,2038,female,15-19,74166
North East,2039,female,15-19,72907
North East,2040,female,15-19,71962
North East,2041,female,15-19,71357
North East,2042,female,15-19,70444
North East,2043,female,15-19,70227
North East,2044,female,15-19,70042
North East,2045,female,15-19,69812
North East,2046,female,15-19,69586
North East,2047,female,15-19,69425
North East,2022,female,20-24,80148
North East,2023,female,20-24,81807
North East,2024,female,20-24,83216
North East,2025,female,20-24,83928
North East,2026,female,20-24,84824
North East,2027,female,20-24,85887
North East,2028,female,20-24,87612
North East,2029,female,20-24,88625
North East,2030,female,20-24,89950
North East,2031,female,20-24,91298
North East,2032,female,20-24,92386
North East,2033,female,20-24,92307
North East,2034,female,20-24,92012
North East,2035,female,20-24,91379
North East,2036,female,20-24,90872
North East,2037,female,20-24,90072
North East,2038,female,20-24,89122
North East,2039,female,20-24,88328
North East,2040,female,20-24,87268
North East,2041,female,20-24,85712
North East,2042,female,20-24,84562
North East,2043,female,20-24,83100
North East,2044,female,20-24,81789
North East,2045,female,20-24,80847
North East,2046,female,20-24,80243
North East,2047,female,20-24,79505
North East,2022,female,25-29,82265
North East,2023,female,25-29,82960
North East,2024,female,25-29,82992
North East,2025,female,25-29,81528
North East,2026,female,25-29,79990
North East,2027,female,25-29,78098
North East,2028,female,25-29,77251
North East,2029,female,25-29,77073
North East,2030,female,25-29,77558
North East,2031,female,25-29,78493
North East,2032,female,25-29,79605
North East,2033,female,25-29,81134
North East,2034,female,25-29,82039
North East,2035,female,25-29,83194
North East,2036,female,25-29,84414
North East,2037,female,25-29,85439
North East,2038,female,25-29,85389
North East,2039,female,25-29,85218
North East,2040,female,25-29,84750
North East,2041,female,25-29,84259
North East,2042,female,25-29,83475
North East,2043,female,25-29,82686
North East,2044,female,25-29,82075
North East,2045,female,25-29,81238
North East,2046,female,25-29,79915
North East,2047,female,25-29,78913
North East,2022,female,30-34,88753
North East,2023,female,30-34,89770
North East,2024,female,30-34,91073
North East,2025,female,30-34,91225
North East,2026,female,30-34,90472
North East,2027,female,30-34,89846
North East,2028,female,30-34,89139
North East,2029,female,30-34,88203
North East,2030,female,30-34,86847
North East,2031,female,30-34,85624
North East,2032,female,30-34,84014
North East,2033,female,30-34,83284
North East,2034,female,30-34,83128
North East,2035,female,30-34,83589
North East,2036,female,30-34,84477
North East,2037,female,30-34,85564
North East,2038,female,30-34,87087
North East,2039,female,30-34,88006
North East,2040,female,30-34,89160
North East,2041,female,30-34,90393
North East,2042,female,30-34,91429
North East,2043,female,30-34,91386
North East,2044,female,30-34,91218
North East,2045,female,30-34,90759
North East,2046,female,30-34,90260
North East,2047,female,30-34,89452
North East,2022,female,35-39,87146
North East,2023,female,35-39,89857
North East,2024,female,35-39,91873
North East,2025,female,35-39,92909
North East,2026,female,35-39,93864
North East,2027,female,35-39,94909
North East,2028,female,35-39,94919
North East,2029,female,35-39,95431
North East,2030,female,35-39,95474
North East,2031,female,35-39,94781
North East,2032,female,35-39,94270
North East,2033,female,35-39,93689
North East,2034,female,35-39,92833
North East,2035,female,35-39,91558
North East,2036,female,35-39,90405
North East,2037,female,35-39,88842
North East,2038,female,35-39,88115
North East,2039,female,35-39,87968
North East,2040,female,35-39,88429
North East,2041,female,35-39,89302
North East,2042,female,35-39,90392
North East,2043,female,35-39,91932
North East,2044,female,35-39,92870
North East,2045,female,35-39,94036
North East,2046,female,35-39,95292
North East,2047,female,35-39,96344
North East,2022,female,40-44,81733
North East,2023,female,40-44,84714
North East,2024,female,40-44,86036
North East,2025,female,40-44,87290
North East,2026,female,40-44,88794
North East,2027,female,40-44,90611
North East,2028,female,40-44,92761
North East,2029,female,40-44,94384
North East,2030,female,40-44,95408
North East,2031,female,40-44,96441
North East,2032,female,40-44,97536
North East,2033,female,40-44,97578
North East,2034,female,40-44,98082
North East,2035,female,40-44,98099
North East,2036,female,40-44,97398
North East,2037,female,40-44,96902
North East,2038,female,40-44,96357
North East,2039,female,40-44,95540
North East,2040,female,40-44,94316
North East,2041,female,40-44,93205
North East,2042,female,40-44,91677
North East,2043,female,40-44,90956
North East,2044,female,40-44,90820
North East,2045,female,40-44,91285
North East,2046,female,40-44,92151
North East,2047,female,40-44,93243
North East,2022,female,45-49,76639
North East,2023,female,45-49,75169
North East,2024,female,45-49,76234
North East,2025,female,45-49,78431
North East,2026,female,45-49,80586
North East,2027,female,45-49,83631
North East,2028,female,45-49,86302
North East,2029,female,45-49,87387
North East,2030,female,45-49,88614
North East,2031,female,45-49,90134
North East,2032,female,45-49,91990
North East,2033,female,45-49,94166
North East,2034,female,45-49,95823
North East,2035,female,45-49,96878
North East,2036,female,45-49,97939
North East,2037,female,45-49,99035
North East,2038,female,45-49,99080
North East,2039,female,45-49,99575
North East,2040,female,45-49,99580
North East,2041,female,45-49,98878
North East,2042,female,45-49,98397
North East,2043,female,45-49,97880
North East,2044,female,45-49,97091
North East,2045,female,45-49,95909
North East,2046,female,45-49,94833
North East,2047,female,45-49,93334
North East,2022,female,50-54,92536
North East,2023,female,50-54,90351
North East,2024,female,50-54,87838
North East,2025,female,50-54,85060
North East,2026,female,50-54,81525
North East,2027,female,50-54,77981
North East,2028,female,50-54,76338
North East,2029,female,50-54,77271
North East,2030,female,50-54,79455
North East,2031,female,50-54,81652
North East,2032,female,50-54,84705
North East,2033,female,50-54,87397
North East,2034,female,50-54,88499
North East,2035,female,50-54,89729
North East,2036,female,50-54,91248
North East,2037,female,50-54,93118
North East,2038,female,50-54,95308
North East,2039,female,50-54,96998
North East,2040,female,50-54,98088
North East,2041,female,50-54,99182
North East,2042,female,50-54,100288
North East,2043,female,50-54,100343
North East,2044,female,50-54,100838
North East,2045,female,50-54,100835
North East,2046,female,50-54,100138
North East,2047,female,50-54,99674
North East,2022,female,55-59,98316
North East,2023,female,55-59,97719
North East,2024,female,55-59,96663
North East,2025,female,55-59,95183
North East,2026,female,55-59,94690
North East,2027,female,55-59,93423
North East,2028,female,55-59,91172
North East,2029,female,55-59,88583
North East,2030,female,55-59,85842
North East,2031,female,55-59,82354
North East,2032,female,55-59,78884
North East,2033,female,55-59,77272
North East,2034,female,55-59,78220
North East,2035,female,55-59,80416
North East,2036,female,55-59,82645
North East,2037,female,55-59,85697
North East,2038,female,55-59,88403
North East,2039,female,55-59,89526
North East,2040,female,55-59,90765
North East,2041,female,55-59,92294
North East,2042,female,55-59,94185
North East,2043,female,55-59,96399
North East,2044,female,55-59,98127
North East,2045,female,55-59,99261
North East,2046,female,55-59,100394
North East,2047,female,55-59,101516
North East,2022,female,60-64,92327
North East,2023,female,60-64,94123
North East,2024,female,60-64,95566
North East,2025,female,60-64,97178
North East,2026,female,60-64,98096
North East,2027,female,60-64,98122
North East,2028,female,60-64,97518
North East,2029,female,60-64,96486
North East,2030,female,60-64,95059
North East,2031,female,60-64,94622
North East,2032,female,60-64,93409
North East,2033,female,60-64,91227
North East,2034,female,60-64,88674
North East,2035,female,60-64,85996
North East,2036,female,60-64,82571
North East,2037,female,60-64,79192
North East,2038,female,60-64,77628
North East,2039,female,60-64,78602
North East,2040,female,60-64,80810
North East,2041,female,60-64,83069
North East,2042,female,60-64,86109
North East,2043,female,60-64,88816
North East,2044,female,60-64,89957
North East,2045,female,60-64,91213
North East,2046,female,60-64,92752
North East,2047,female,60-64,94666
North East,2022,female,65-69,79464
North East,2023,female,65-69,81465
North East,2024,female,65-69,83808
North East,2025,female,65-69,85950
North East,2026,female,65-69,87964
North East,2027,female,65-69,90155
North East,2028,female,65-69,91959
North East,2029,female,65-69,93430
North East,2030,female,65-69,95084
North East,2031,female,65-69,96046
North East,2032,female,65-69,96148
North East,2033,female,65-69,95624
North East,2034,female,65-69,94688
North East,2035,female,65-69,93344
North East,2036,female,65-69,92974
North East,2037,female,65-69,91832
North East,2038,female,65-69,89747
North East,2039,female,65-69,87274
North East,2040,female,65-69,84702
North East,2041,female,65-69,81406
North East,2042,female,65-69,78174
North East,2043,female,65-69,76696
North East,2044,female,65-69,77705
North East,2045,female,65-69,79919
North East,2046,female,65-69,82191
North East,2047,female,65-69,85185
North East,2022,female,70-74,74078
North East,2023,female,70-74,72641
North East,2024,female,70-74,72236
North East,2025,female,70-74,72213
North East,2026,female,70-74,73241
North East,2027,female,70-74,74850
North East,2028,female,70-74,76813
North East,2029,female,70-74,79076
North East,2030,female,70-74,81199
North East,2031,female,70-74,83216
North East,2032,female,70-74,85408
North East,2033,female,70-74,87229
North East,2034,female,70-74,88735
North East,2035,female,70-74,90390
North East,2036,female,70-74,91368
North East,2037,female,70-74,91531
North East,2038,female,70-74,91102
North East,2039,female,70-74,90292
North East,2040,female,70-74,89077
North East,2041,female,70-74,88805
North East,2042,female,70-74,87773
North East,2043,female,70-74,85846
North East,2044,female,70-74,83520
North East,2045,female,70-74,81125
North East,2046,female,70-74,78044
North East,2047,female,70-74,75045
North East,2022,female,75-79,60965
North East,2023,female,75-79,64713
North East,2024,female,75-79,66738
North East,2025,female,75-79,68252
North East,2026,female,75-79,69054
North East,2027,female,75-79,66216
North East,2028,female,75-79,65081
North East,2029,female,75-79,64829
North East,2030,female,75-79,64893
North East,2031,female,75-79,65920
North East,2032,female,75-79,67488
North East,2033,female,75-79,69382
North East,2034,female,75-79,71538
North East,2035,female,75-79,73572
North East,2036,female,75-79,75514
North East,2037,female,75-79,77629
North East,2038,female,75-79,79412
North East,2039,female,75-79,80904
North East,2040,female,75-79,82504
North East,2041,female,75-79,83466
North East,2042,female,75-79,83692
North East,2043,female,75-79,83386
North East,2044,female,75-79,82740
North East,2045,female,75-79,81711
North East,2046,female,75-79,81575
North East,2047,female,75-79,80711
North East,2022,female,80-84,40886
North East,2023,female,80-84,40842
North East,2024,female,80-84,41854
North East,2025,female,80-84,43067
North East,2026,female,80-84,45066
North East,2027,female,80-84,50254
North East,2028,female,80-84,53503
North East,2029,female,80-84,55241
North East,2030,female,80-84,56530
North East,2031,female,80-84,57155
North East,2032,female,80-84,54877
North East,2033,female,80-84,54114
North East,2034,female,80-84,54051
North East,2035,female,80-84,54221
North East,2036,female,80-84,55215
North East,2037,female,80-84,56674
North East,2038,female,80-84,58418
North East,2039,female,80-84,60370
North East,2040,female,80-84,62212
North East,2041,female,80-84,63985
North East,2042,female,80-84,65919
North East,2043,female,80-84,67582
North East,2044,female,80-84,68990
North East,2045,female,80-84,70465
North East,2046,female,80-84,71373
North East,2047,female,80-84,71667
North East,2022,female,85-89,27223
North East,2023,female,85-89,27817
North East,2024,female,85-89,28360
North East,2025,female,85-89,28494
North East,2026,female,85-89,28193
North East,2027,female,85-89,27992
North East,2028,female,85-89,28276
North East,2029,female,85-89,29266
North East,2030,female,85-89,30352
North East,2031,female,85-89,31945
North East,2032,female,85-89,35999
North East,2033,female,85-89,38405
North East,2034,female,85-89,39659
North East,2035,female,85-89,40562
North East,2036,female,85-89,40960
North East,2037,female,85-89,39437
North East,2038,female,85-89,39096
North East,2039,female,85-89,39225
North East,2040,female,85-89,39496
North East,2041,female,85-89,40392
North East,2042,female,85-89,41627
North East,2043,female,85-89,43092
North East,2044,female,85-89,44694
North East,2045,female,85-89,46193
North East,2046,female,85-89,47658
North East,2047,female,85-89,49267
North East,2022,female,90+,16045
North East,2023,female,90+,15857
North East,2024,female,90+,15813
North East,2025,female,90+,16159
North East,2026,female,90+,16497
North East,2027,female,90+,17067
North East,2028,female,90+,17640
North East,2029,female,90+,18066
North East,2030,female,90+,18450
North East,2031,female,90+,18494
North East,2032,female,90+,18782
North East,2033,female,90+,19384
North East,2034,female,90+,20298
North East,2035,female,90+,21190
North East,2036,female,90+,22135
North East,2037,female,90+,24756
North East,2038,female,90+,26316
North East,2039,female,90+,27288
North East,2040,female,90+,28011
North East,2041,female,90+,28446
North East,2042,female,90+,28774
North East,2043,female,90+,29221
North East,2044,female,90+,29649
North East,2045,female,90+,30057
North East,2046,female,90+,30748
North East,2047,female,90+,31634
North West,2022,female,0-4,198987
North West,2023,female,0-4,197112
North West,2024,female,0-4,194489
North West,2025,female,0-4,191752
North West,2026,female,0-4,190005
North West,2027,female,0-4,187823
North West,2028,female,0-4,187848
North West,2029,female,0-4,187968
North West,2030,female,0-4,188029
North West,2031,female,0-4,188142
North West,2032,female,0-4,188367
North West,2033,female,0-4,188737
North West,2034,female,0-4,189203
North West,2035,female,0-4,189773
North West,2036,female,0-4,190449
North West,2037,female,0-4,191238
North West,2038,female,0-4,192130
North West,2039,female,0-4,193092
North West,2040,female,0-4,194092
North West,2041,female,0-4,195092
North West,2042,female,0-4,196051
North West,2043,female,0-4,196904
North West,2044,female,0-4,197586
North West,2045,female,0-4,198070
North West,2046,female,0-4,198349
North West,2047,female,0-4,198417
North West,2022,female,5-9,217498
North West,2023,female,5-9,216445
North West,2024,female,5-9,215758
North West,2025,female,5-9,213990
North West,2026,female,5-9,210270
North West,2027,female,5-9,207918
North West,2028,female,5-9,204488
North West,2029,female,5-9,200835
North West,2030,female,5-9,198027
North West,2031,female,5-9,196423
North West,2032,female,5-9,194376
North West,2033,female,5-9,194481
North West,2034,female,5-9,194608
North West,2035,female,5-9,194650
North West,2036,female,5-9,194746
North West,2037,female,5-9,194958
North West,2038,female,5-9,195316
North West,2039,female,5-9,195772
North West,2040,female,5-9,196336
North West,2041,female,5-9,197010
North West,2042,female,5-9,197799
North West,2043,female,5-9,198694
North West,2044,female,5-9,199661
North West,2045,female,5-9,200668
North West,2046,female,5-9,201677
North West,2047,female,5-9,202647
North West,2022,female,10-14,226265
North West,2023,female,10-14,227559
North West,2024,female,10-14,228404
North West,2025,female,10-14,227952
North West,2026,female,10-14,226808
North West,2027,female,10-14,224503
North West,2028,female,10-14,222248
North West,2029,female,10-14,220666
North West,2030,female,10-14,218796
North West,2031,female,10-14,215152
North West,2032,female,10-14,212896
North West,2033,female,10-14,209505
North West,2034,female,10-14,205863
North West,2035,female,10-14,203036
North West,2036,female,10-14,201420
North West,2037,female,10-14,199360
North West,2038,female,10-14,199454
North West,2039,female,10-14,199570
North West,2040,female,10-14,199598
North West,2041,female,10-14,199679
North West,2042,female,10-14,199880
North West,2043,female,10-14,200230
North West,2044,female,10-14,200679
North West,2045,female,10-14,201236
North West,2046,female,10-14,201905
North West,2047,female,10-14,202692
North West,2022,female,15-19,216082
North West,2023,female,15-19,221034
North West,2024,female,15-19,225074
North West,2025,female,15-19,228165
North West,2026,female,15-19,232085
North West,2027,female,15-19,235668
North West,2028,female,15-19,236002
North West,2029,female,15-19,236217
North West,2030,female,15-19,235544
North West,2031,female,15-19,234534
North West,2032,female,15-19,232185
North West,2033,female,15-19,229838
North West,2034,female,15-19,228301
North West,2035,female,15-19,226351
North West,2036,female,15-19,222730
North West,2037,female,15-19,220445
North West,2038,female,15-19,216821
North West,2039,female,15-19,213221
North West,2040,female,15-19,210352
North West,2041,female,15-19,208711
North West,2042,female,15-19,206634
North West,2043,female,15-19,206661
North West,2044,female,15-19,206769
North West,2045,female,15-19,206770
North West,2046,female,15-19,206815
North West,2047,female,15-19,206985
North West,2022,female,20-24,230347
North West,2023,female,20-24,236968
North West,2024,female,20-24,240272
North West,2025,female,20-24,241780
North West,2026,female,20-24,243019
North West,2027,female,20-24,244187
North West,2028,female,20-24,247787
North West,2029,female,20-24,250723
North West,2030,female,20-24,254061
North West,2031,female,20-24,258213
North West,2032,female,20-24,261857
North West,2033,female,20-24,262105
North West,2034,female,20-24,261904
North West,2035,female,20-24,260935
North West,2036,female,20-24,259592
North West,2037,female,20-24,257064
North West,2038,female,20-24,254650
North West,2039,female,20-24,252887
North West,2040,female,20-24,250720
North West,2041,female,20-24,246799
North West,2042,female,20-24,244206
North West,2043,female,20-24,240370
North West,2044,female,20-24,236692
North West,2045,female,20-24,233751
North West,2046,female,20-24,232090
North West,2047,female,20-24,229962
North West,2022,female,25-29,242930
North West,2023,female,25-29,247148
North West,2024,female,25-29,251209
North West,2025,female,25-29,250846
North West,2026,female,25-29,249921
North West,2027,female,25-29,247850
North West,2028,female,25-29,247324
North West,2029,female,25-29,247112
North West,2030,female,25-29,248812
North West,2031,female,25-29,250994
