code,year,sex,age_group,population
E38000240,2022,male,0-4,41417
E38000240,2023,male,0-4,41345
E38000240,2024,male,0-4,41458
E38000240,2025,male,0-4,41125
E38000240,2026,male,0-4,40872
E38000240,2027,male,0-4,40447
E38000240,2028,male,0-4,40457
E38000240,2029,male,0-4,40499
E38000240,2030,male,0-4,40494
E38000240,2031,male,0-4,40524
E38000240,2032,male,0-4,40617
E38000240,2033,male,0-4,40753
E38000240,2034,male,0-4,40924
E38000240,2035,male,0-4,41118
E38000240,2036,male,0-4,41332
E38000240,2037,male,0-4,41568
E38000240,2038,male,0-4,41822
E38000240,2039,male,0-4,42089
E38000240,2040,male,0-4,42366
E38000240,2041,male,0-4,42648
E38000240,2042,male,0-4,42931
E38000240,2043,male,0-4,43204
E38000240,2044,male,0-4,43455
E38000240,2045,male,0-4,43680
E38000240,2046,male,0-4,43874
E38000240,2047,male,0-4,44034
E38000240,2022,male,5-9,41369
E38000240,2023,male,5-9,41622
E38000240,2024,male,5-9,41396
E38000240,2025,male,5-9,40947
E38000240,2026,male,5-9,40128
E38000240,2027,male,5-9,39628
E38000240,2028,male,5-9,38875
E38000240,2029,male,5-9,38476
E38000240,2030,male,5-9,38191
E38000240,2031,male,5-9,38084
E38000240,2032,male,5-9,37795
E38000240,2033,male,5-9,37866
E38000240,2034,male,5-9,37921
E38000240,2035,male,5-9,37916
E38000240,2036,male,5-9,37940
E38000240,2037,male,5-9,38018
E38000240,2038,male,5-9,38133
E38000240,2039,male,5-9,38278
E38000240,2040,male,5-9,38444
E38000240,2041,male,5-9,38627
E38000240,2042,male,5-9,38830
E38000240,2043,male,5-9,39049
E38000240,2044,male,5-9,39281
E38000240,2045,male,5-9,39521
E38000240,2046,male,5-9,39766
E38000240,2047,male,5-9,40012
E38000240,2022,male,10-14,44073
E38000240,2023,male,10-14,43707
E38000240,2024,male,10-14,43199
E38000240,2025,male,10-14,42358
E38000240,2026,male,10-14,41549
E38000240,2027,male,10-14,40708
E38000240,2028,male,10-14,40317
E38000240,2029,male,10-14,39733
E38000240,2030,male,10-14,39294
E38000240,2031,male,10-14,38608
E38000240,2032,male,10-14,38251
E38000240,2033,male,10-14,37638
E38000240,2034,male,10-14,37284
E38000240,2035,male,10-14,37031
E38000240,2036,male,10-14,36942
E38000240,2037,male,10-14,36670
E38000240,2038,male,10-14,36737
E38000240,2039,male,10-14,36790
E38000240,2040,male,10-14,36786
E38000240,2041,male,10-14,36806
E38000240,2042,male,10-14,36877
E38000240,2043,male,10-14,36982
E38000240,2044,male,10-14,37114
E38000240,2045,male,10-14,37264
E38000240,2046,male,10-14,37431
E38000240,2047,male,10-14,37617
E38000240,2022,male,15-19,43295
E38000240,2023,male,15-19,45053
E38000240,2024,male,15-19,45908
E38000240,2025,male,15-19,45582
E38000240,2026,male,15-19,45482
E38000240,2027,male,15-19,45314
E38000240,2028,male,15-19,44476
E38000240,2029,male,15-19,43751
E38000240,2030,male,15-19,42980
E38000240,2031,male,15-19,42320
E38000240,2032,male,15-19,41666
E38000240,2033,male,15-19,41278
E38000240,2034,male,15-19,40798
E38000240,2035,male,15-19,40390
E38000240,2036,male,15-19,39736
E38000240,2037,male,15-19,39412
E38000240,2038,male,15-19,38887
E38000240,2039,male,15-19,38514
E38000240,2040,male,15-19,38284
E38000240,2041,male,15-19,38184
E38000240,2042,male,15-19,37938
E38000240,2043,male,15-19,37995
E38000240,2044,male,15-19,38034
E38000240,2045,male,15-19,38033
E38000240,2046,male,15-19,38056
E38000240,2047,male,15-19,38123
E38000240,2022,male,20-24,46983
E38000240,2023,male,20-24,52527
E38000240,2024,male,20-24,56002
E38000240,2025,male,20-24,56886
E38000240,2026,male,20-24,57015
E38000240,2027,male,20-24,56977
E38000240,2028,male,20-24,57059
E38000240,2029,male,20-24,57032
E38000240,2030,male,20-24,57226
E38000240,2031,male,20-24,57709
E38000240,2032,male,20-24,58002
E38000240,2033,male,20-24,57633
E38000240,2034,male,20-24,57266
E38000240,2035,male,20-24,56800
E38000240,2036,male,20-24,56276
E38000240,2037,male,20-24,55593
E38000240,2038,male,20-24,55138
E38000240,2039,male,20-24,54740
E38000240,2040,male,20-24,54283
E38000240,2041,male,20-24,53511
E38000240,2042,male,20-24,53081
E38000240,2043,male,20-24,52468
E38000240,2044,male,20-24,51937
E38000240,2045,male,20-24,51529
E38000240,2046,male,20-24,51319
E38000240,2047,male,20-24,50926
E38000240,2022,male,25-29,58121
E38000240,2023,male,25-29,61876
E38000240,2024,male,25-29,64754
E38000240,2025,male,25-29,65722
E38000240,2026,male,25-29,66009
E38000240,2027,male,25-29,66226
E38000240,2028,male,25-29,67161
E38000240,2029,male,25-29,68299
E38000240,2030,male,25-29,69408
E38000240,2031,male,25-29,70351
E38000240,2032,male,25-29,71198
E38000240,2033,male,25-29,71983
E38000240,2034,male,25-29,72302
E38000240,2035,male,25-29,72721
E38000240,2036,male,25-29,73438
E38000240,2037,male,25-29,73940
E38000240,2038,male,25-29,73702
E38000240,2039,male,25-29,73307
E38000240,2040,male,25-29,72808
E38000240,2041,male,25-29,72288
E38000240,2042,male,25-29,71530
E38000240,2043,male,25-29,70918
E38000240,2044,male,25-29,70427
E38000240,2045,male,25-29,69839
E38000240,2046,male,25-29,68864
E38000240,2047,male,25-29,68301
E38000240,2022,male,30-34,58475
E38000240,2023,male,30-34,60820
E38000240,2024,male,30-34,62824
E38000240,2025,male,30-34,63322
E38000240,2026,male,30-34,63639
E38000240,2027,male,30-34,64238
E38000240,2028,male,30-34,64896
E38000240,2029,male,30-34,65629
E38000240,2030,male,30-34,66262
E38000240,2031,male,30-34,66643
E38000240,2032,male,30-34,66970
E38000240,2033,male,30-34,67793
E38000240,2034,male,30-34,68763
E38000240,2035,male,30-34,69689
E38000240,2036,male,30-34,70474
E38000240,2037,male,30-34,71239
E38000240,2038,male,30-34,72018
E38000240,2039,male,30-34,72371
E38000240,2040,male,30-34,72806
E38000240,2041,male,30-34,73498
E38000240,2042,male,30-34,73986
E38000240,2043,male,30-34,73809
E38000240,2044,male,30-34,73445
E38000240,2045,male,30-34,72999
E38000240,2046,male,30-34,72571
E38000240,2047,male,30-34,71901
E38000240,2022,male,35-39,52412
E38000240,2023,male,35-39,53817
E38000240,2024,male,35-39,55224
E38000240,2025,male,35-39,55273
E38000240,2026,male,35-39,55461
E38000240,2027,male,35-39,55578
E38000240,2028,male,35-39,55658
E38000240,2029,male,35-39,56091
E38000240,2030,male,35-39,56535
E38000240,2031,male,35-39,57089
E38000240,2032,male,35-39,57880
E38000240,2033,male,35-39,58626
E38000240,2034,male,35-39,59252
E38000240,2035,male,35-39,59719
E38000240,2036,male,35-39,59969
E38000240,2037,male,35-39,60151
E38000240,2038,male,35-39,60741
E38000240,2039,male,35-39,61488
E38000240,2040,male,35-39,62232
E38000240,2041,male,35-39,62881
E38000240,2042,male,35-39,63534
E38000240,2043,male,35-39,64211
E38000240,2044,male,35-39,64527
E38000240,2045,male,35-39,64912
E38000240,2046,male,35-39,65515
E38000240,2047,male,35-39,65945
E38000240,2022,male,40-44,49624
E38000240,2023,male,40-44,50118
E38000240,2024,male,40-44,49826
E38000240,2025,male,40-44,49481
E38000240,2026,male,40-44,48920
E38000240,2027,male,40-44,48685
E38000240,2028,male,40-44,48840
E38000240,2029,male,40-44,49338
E38000240,2030,male,40-44,49503
E38000240,2031,male,40-44,49950
E38000240,2032,male,40-44,50337
E38000240,2033,male,40-44,50571
E38000240,2034,male,40-44,50993
E38000240,2035,male,40-44,51380
E38000240,2036,male,40-44,51845
E38000240,2037,male,40-44,52519
E38000240,2038,male,40-44,53175
E38000240,2039,male,40-44,53705
E38000240,2040,male,40-44,54095
E38000240,2041,male,40-44,54290
E38000240,2042,male,40-44,54412
E38000240,2043,male,40-44,54879
E38000240,2044,male,40-44,55490
E38000240,2045,male,40-44,56127
E38000240,2046,male,40-44,56703
E38000240,2047,male,40-44,57290
E38000240,2022,male,45-49,44796
E38000240,2023,male,45-49,44911
E38000240,2024,male,45-49,45439
E38000240,2025,male,45-49,45900
E38000240,2026,male,45-49,46330
E38000240,2027,male,45-49,46600
E38000240,2028,male,45-49,46417
E38000240,2029,male,45-49,45837
E38000240,2030,male,45-49,45537
E38000240,2031,male,45-49,45217
E38000240,2032,male,45-49,45179
E38000240,2033,male,45-49,45479
E38000240,2034,male,45-49,45990
E38000240,2035,male,45-49,46213
E38000240,2036,male,45-49,46667
E38000240,2037,male,45-49,47059
E38000240,2038,male,45-49,47291
E38000240,2039,male,45-49,47683
E38000240,2040,male,45-49,48033
E38000240,2041,male,45-49,48446
E38000240,2042,male,45-49,49050
E38000240,2043,male,45-49,49647
E38000240,2044,male,45-49,50123
E38000240,2045,male,45-49,50472
E38000240,2046,male,45-49,50644
E38000240,2047,male,45-49,50740
E38000240,2022,male,50-54,44426
E38000240,2023,male,50-54,44377
E38000240,2024,male,50-54,44109
E38000240,2025,male,50-54,43858
E38000240,2026,male,50-54,43040
E38000240,2027,male,50-54,42365
E38000240,2028,male,50-54,42045
E38000240,2029,male,50-54,42243
E38000240,2030,male,50-54,42678
E38000240,2031,male,50-54,43157
E38000240,2032,male,50-54,43527
E38000240,2033,male,50-54,43471
E38000240,2034,male,50-54,43037
E38000240,2035,male,50-54,42788
E38000240,2036,male,50-54,42545
E38000240,2037,male,50-54,42545
E38000240,2038,male,50-54,42871
E38000240,2039,male,50-54,43369
E38000240,2040,male,50-54,43625
E38000240,2041,male,50-54,44075
E38000240,2042,male,50-54,44466
E38000240,2043,male,50-54,44693
E38000240,2044,male,50-54,45067
E38000240,2045,male,50-54,45392
E38000240,2046,male,50-54,45771
E38000240,2047,male,50-54,46328
E38000240,2022,male,55-59,40888
E38000240,2023,male,55-59,41418
E38000240,2024,male,55-59,41554
E38000240,2025,male,55-59,41490
E38000240,2026,male,55-59,41334
E38000240,2027,male,55-59,41253
E38000240,2028,male,55-59,40916
E38000240,2029,male,55-59,40488
E38000240,2030,male,55-59,40256
E38000240,2031,male,55-59,39604
E38000240,2032,male,55-59,39081
E38000240,2033,male,55-59,38852
E38000240,2034,male,55-59,39066
E38000240,2035,male,55-59,39493
E38000240,2036,male,55-59,39947
E38000240,2037,male,55-59,40315
E38000240,2038,male,55-59,40306
E38000240,2039,male,55-59,39965
E38000240,2040,male,55-59,39767
E38000240,2041,male,55-59,39589
E38000240,2042,male,55-59,39621
E38000240,2043,male,55-59,39959
E38000240,2044,male,55-59,40438
E38000240,2045,male,55-59,40712
E38000240,2046,male,55-59,41152
E38000240,2047,male,55-59,41536
E38000240,2022,male,60-64,33100
E38000240,2023,male,60-64,34120
E38000240,2024,male,60-64,35341
E38000240,2025,male,60-64,35884
E38000240,2026,male,60-64,36807
E38000240,2027,male,60-64,37186
E38000240,2028,male,60-64,37470
E38000240,2029,male,60-64,37481
E38000240,2030,male,60-64,37423
E38000240,2031,male,60-64,37336
E38000240,2032,male,60-64,37296
E38000240,2033,male,60-64,37021
E38000240,2034,male,60-64,36648
E38000240,2035,male,60-64,36445
E38000240,2036,male,60-64,35897
E38000240,2037,male,60-64,35456
E38000240,2038,male,60-64,35276
E38000240,2039,male,60-64,35495
E38000240,2040,male,60-64,35909
E38000240,2041,male,60-64,36337
E38000240,2042,male,60-64,36696
E38000240,2043,male,60-64,36721
E38000240,2044,male,60-64,36452
E38000240,2045,male,60-64,36304
E38000240,2046,male,60-64,36179
E38000240,2047,male,60-64,36237
E38000240,2022,male,65-69,24811
E38000240,2023,male,65-69,25691
E38000240,2024,male,65-69,26626
E38000240,2025,male,65-69,27642
E38000240,2026,male,65-69,28350
E38000240,2027,male,65-69,29215
E38000240,2028,male,65-69,29997
E38000240,2029,male,65-69,30985
E38000240,2030,male,65-69,31487
E38000240,2031,male,65-69,32288
E38000240,2032,male,65-69,32649
E38000240,2033,male,65-69,32916
E38000240,2034,male,65-69,32944
E38000240,2035,male,65-69,32901
E38000240,2036,male,65-69,32850
E38000240,2037,male,65-69,32824
E38000240,2038,male,65-69,32597
E38000240,2039,male,65-69,32285
E38000240,2040,male,65-69,32123
E38000240,2041,male,65-69,31672
E38000240,2042,male,65-69,31314
E38000240,2043,male,65-69,31184
E38000240,2044,male,65-69,31407
E38000240,2045,male,65-69,31800
E38000240,2046,male,65-69,32198
E38000240,2047,male,65-69,32538
E38000240,2022,male,70-74,20112
E38000240,2023,male,70-74,20003
E38000240,2024,male,70-74,20028
E38000240,2025,male,70-74,20284
E38000240,2026,male,70-74,20808
E38000240,2027,male,70-74,21376
E38000240,2028,male,70-74,22100
E38000240,2029,male,70-74,22881
E38000240,2030,male,70-74,23781
E38000240,2031,male,70-74,24425
E38000240,2032,male,70-74,25188
E38000240,2033,male,70-74,25883
E38000240,2034,male,70-74,26744
E38000240,2035,male,70-74,27205
E38000240,2036,male,70-74,27890
E38000240,2037,male,70-74,28214
E38000240,2038,male,70-74,28458
E38000240,2039,male,70-74,28503
E38000240,2040,male,70-74,28481
E38000240,2041,male,70-74,28468
E38000240,2042,male,70-74,28464
E38000240,2043,male,70-74,28291
E38000240,2044,male,70-74,28041
E38000240,2045,male,70-74,27922
E38000240,2046,male,70-74,27562
E38000240,2047,male,70-74,27280
E38000240,2022,male,75-79,15553
E38000240,2023,male,75-79,16290
E38000240,2024,male,75-79,16491
E38000240,2025,male,75-79,16835
E38000240,2026,male,75-79,17026
E38000240,2027,male,75-79,16700
E38000240,2028,male,75-79,16594
E38000240,2029,male,75-79,16601
E38000240,2030,male,75-79,16843
E38000240,2031,male,75-79,17318
E38000240,2032,male,75-79,17824
E38000240,2033,male,75-79,18463
E38000240,2034,male,75-79,19141
E38000240,2035,male,75-79,19915
E38000240,2036,male,75-79,20481
E38000240,2037,male,75-79,21137
E38000240,2038,male,75-79,21738
E38000240,2039,male,75-79,22480
E38000240,2040,male,75-79,22899
E38000240,2041,male,75-79,23483
E38000240,2042,male,75-79,23778
E38000240,2043,male,75-79,24009
E38000240,2044,male,75-79,24077
E38000240,2045,male,75-79,24085
E38000240,2046,male,75-79,24112
E38000240,2047,male,75-79,24135
E38000240,2022,male,80-84,9722
E38000240,2023,male,80-84,9821
E38000240,2024,male,80-84,10246
E38000240,2025,male,80-84,10479
E38000240,2026,male,80-84,10958
E38000240,2027,male,80-84,11859
E38000240,2028,male,80-84,12477
E38000240,2029,male,80-84,12689
E38000240,2030,male,80-84,12970
E38000240,2031,male,80-84,13109
E38000240,2032,male,80-84,12877
E38000240,2033,male,80-84,12822
E38000240,2034,male,80-84,12846
E38000240,2035,male,80-84,13064
E38000240,2036,male,80-84,13460
E38000240,2037,male,80-84,13883
E38000240,2038,male,80-84,14419
E38000240,2039,male,80-84,14974
E38000240,2040,male,80-84,15608
E38000240,2041,male,80-84,16082
E38000240,2042,male,80-84,16618
E38000240,2043,male,80-84,17124
E38000240,2044,male,80-84,17735
E38000240,2045,male,80-84,18104
E38000240,2046,male,80-84,18587
E38000240,2047,male,80-84,18849
E38000240,2022,male,85-89,6056
E38000240,2023,male,85-89,6112
E38000240,2024,male,85-89,6172
E38000240,2025,male,85-89,6271
E38000240,2026,male,85-89,6151
E38000240,2027,male,85-89,6118
E38000240,2028,male,85-89,6221
E38000240,2029,male,85-89,6545
E38000240,2030,male,85-89,6764
E38000240,2031,male,85-89,7109
E38000240,2032,male,85-89,7744
E38000240,2033,male,85-89,8188
E38000240,2034,male,85-89,8360
E38000240,2035,male,85-89,8550
E38000240,2036,male,85-89,8638
E38000240,2037,male,85-89,8520
E38000240,2038,male,85-89,8510
E38000240,2039,male,85-89,8549
E38000240,2040,male,85-89,8733
E38000240,2041,male,85-89,9029
E38000240,2042,male,85-89,9344
E38000240,2043,male,85-89,9747
E38000240,2044,male,85-89,10148
E38000240,2045,male,85-89,10615
E38000240,2046,male,85-89,10970
E38000240,2047,male,85-89,11363
E38000240,2022,male,90+,2944
E38000240,2023,male,90+,3008
E38000240,2024,male,90+,3108
E38000240,2025,male,90+,3196
E38000240,2026,male,90+,3311
E38000240,2027,male,90+,3425
E38000240,2028,male,90+,3527
E38000240,2029,male,90+,3623
E38000240,2030,male,90+,3726
E38000240,2031,male,90+,3714
E38000240,2032,male,90+,3751
E38000240,2033,male,90+,3865
E38000240,2034,male,90+,4094
E38000240,2035,male,90+,4271
E38000240,2036,male,90+,4449
E38000240,2037,male,90+,4802
E38000240,2038,male,90+,5089
E38000240,2039,male,90+,5276
E38000240,2040,male,90+,5432
E38000240,2041,male,90+,5523
E38000240,2042,male,90+,5596
E38000240,2043,male,90+,5697
E38000240,2044,male,90+,5784
E38000240,2045,male,90+,5946
E38000240,2046,male,90+,6141
E38000240,2047,male,90+,6345
E38000244,2022,male,0-4,51965
E38000244,2023,male,0-4,51746
E38000244,2024,male,0-4,51477
E38000244,2025,male,0-4,50853
E38000244,2026,male,0-4,50814
E38000244,2027,male,0-4,50479
E38000244,2028,male,0-4,50635
E38000244,2029,male,0-4,50873
E38000244,2030,male,0-4,51087
E38000244,2031,male,0-4,51337
E38000244,2032,male,0-4,51604
E38000244,2033,male,0-4,51880
E38000244,2034,male,0-4,52184
E38000244,2035,male,0-4,52508
E38000244,2036,male,0-4,52850
E38000244,2037,male,0-4,53212
E38000244,2038,male,0-4,53596
E38000244,2039,male,0-4,54005
E38000244,2040,male,0-4,54433
E38000244,2041,male,0-4,54872
E38000244,2042,male,0-4,55316
E38000244,2043,male,0-4,55749
E38000244,2044,male,0-4,56155
E38000244,2045,male,0-4,56522
E38000244,2046,male,0-4,56839
E38000244,2047,male,0-4,57104
E38000244,2022,male,5-9,52291
E38000244,2023,male,5-9,51529
E38000244,2024,male,5-9,50766
E38000244,2025,male,5-9,49852
E38000244,2026,male,5-9,48109
E38000244,2027,male,5-9,47358
E38000244,2028,male,5-9,46550
E38000244,2029,male,5-9,45904
E38000244,2030,male,5-9,45364
E38000244,2031,male,5-9,45399
E38000244,2032,male,5-9,45151
E38000244,2033,male,5-9,45308
E38000244,2034,male,5-9,45502
E38000244,2035,male,5-9,45660
E38000244,2036,male,5-9,45851
E38000244,2037,male,5-9,46057
E38000244,2038,male,5-9,46274
E38000244,2039,male,5-9,46517
E38000244,2040,male,5-9,46779
E38000244,2041,male,5-9,47058
E38000244,2042,male,5-9,47355
E38000244,2043,male,5-9,47672
E38000244,2044,male,5-9,48010
E38000244,2045,male,5-9,48364
E38000244,2046,male,5-9,48728
E38000244,2047,male,5-9,49095
E38000244,2022,male,10-14,53269
E38000244,2023,male,10-14,52853
E38000244,2024,male,10-14,52295
E38000244,2025,male,10-14,51376
E38000244,2026,male,10-14,50469
E38000244,2027,male,10-14,49395
E38000244,2028,male,10-14,48272
E38000244,2029,male,10-14,47307
E38000244,2030,male,10-14,46498
E38000244,2031,male,10-14,45042
E38000244,2032,male,10-14,44441
E38000244,2033,male,10-14,43752
E38000244,2034,male,10-14,43175
E38000244,2035,male,10-14,42688
E38000244,2036,male,10-14,42706
E38000244,2037,male,10-14,42465
E38000244,2038,male,10-14,42599
E38000244,2039,male,10-14,42764
E38000244,2040,male,10-14,42896
E38000244,2041,male,10-14,43056
E38000244,2042,male,10-14,43233
E38000244,2043,male,10-14,43420
E38000244,2044,male,10-14,43633
E38000244,2045,male,10-14,43862
E38000244,2046,male,10-14,44109
E38000244,2047,male,10-14,44372
E38000244,2022,male,15-19,49105
E38000244,2023,male,15-19,50936
E38000244,2024,male,15-19,51738
E38000244,2025,male,15-19,51533
E38000244,2026,male,15-19,51668
E38000244,2027,male,15-19,51256
E38000244,2028,male,15-19,50536
E38000244,2029,male,15-19,49768
E38000244,2030,male,15-19,48928
E38000244,2031,male,15-19,48253
E38000244,2032,male,15-19,47354
E38000244,2033,male,15-19,46425
E38000244,2034,male,15-19,45612
E38000244,2035,male,15-19,44873
E38000244,2036,male,15-19,43659
E38000244,2037,male,15-19,43166
E38000244,2038,male,15-19,42540
E38000244,2039,male,15-19,41992
E38000244,2040,male,15-19,41629
E38000244,2041,male,15-19,41564
E38000244,2042,male,15-19,41374
E38000244,2043,male,15-19,41495
E38000244,2044,male,15-19,41628
E38000244,2045,male,15-19,41737
E38000244,2046,male,15-19,41867
E38000244,2047,male,15-19,42012
E38000244,2022,male,20-24,56357
E38000244,2023,male,20-24,59807
E38000244,2024,male,20-24,62300
E38000244,2025,male,20-24,63120
E38000244,2026,male,20-24,63465
E38000244,2027,male,20-24,63728
E38000244,2028,male,20-24,64089
E38000244,2029,male,20-24,64123
E38000244,2030,male,20-24,64339
E38000244,2031,male,20-24,65036
E38000244,2032,male,20-24,65362
E38000244,2033,male,20-24,65098
E38000244,2034,male,20-24,64828
E38000244,2035,male,20-24,64381
E38000244,2036,male,20-24,63776
E38000244,2037,male,20-24,62871
E38000244,2038,male,20-24,62123
E38000244,2039,male,20-24,61608
E38000244,2040,male,20-24,61057
E38000244,2041,male,20-24,59937
E38000244,2042,male,20-24,59343
E38000244,2043,male,20-24,58643
E38000244,2044,male,20-24,57974
E38000244,2045,male,20-24,57412
E38000244,2046,male,20-24,57176
E38000244,2047,male,20-24,56691
E38000244,2022,male,25-29,81186
E38000244,2023,male,25-29,85165
E38000244,2024,male,25-29,88119
E38000244,2025,male,25-29,89736
E38000244,2026,male,25-29,90021
E38000244,2027,male,25-29,90270
E38000244,2028,male,25-29,91094
E38000244,2029,male,25-29,92243
E38000244,2030,male,25-29,93502
E38000244,2031,male,25-29,94649
E38000244,2032,male,25-29,95786
E38000244,2033,male,25-29,96940
E38000244,2034,male,25-29,97456
E38000244,2035,male,25-29,98114
E38000244,2036,male,25-29,99255
E38000244,2037,male,25-29,100012
E38000244,2038,male,25-29,99827
E38000244,2039,male,25-29,99403
E38000244,2040,male,25-29,98771
E38000244,2041,male,25-29,98071
E38000244,2042,male,25-29,96991
E38000244,2043,male,25-29,96043
E38000244,2044,male,25-29,95335
E38000244,2045,male,25-29,94497
E38000244,2046,male,25-29,93031
E38000244,2047,male,25-29,92184
E38000244,2022,male,30-34,81458
E38000244,2023,male,30-34,83999
E38000244,2024,male,30-34,86443
E38000244,2025,male,30-34,87300
E38000244,2026,male,30-34,88445
E38000244,2027,male,30-34,89572
E38000244,2028,male,30-34,90841
E38000244,2029,male,30-34,91938
E38000244,2030,male,30-34,92974
E38000244,2031,male,30-34,93352
E38000244,2032,male,30-34,93691
E38000244,2033,male,30-34,94595
E38000244,2034,male,30-34,95751
E38000244,2035,male,30-34,96951
E38000244,2036,male,30-34,98006
E38000244,2037,male,30-34,99109
E38000244,2038,male,30-34,100293
E38000244,2039,male,30-34,100866
E38000244,2040,male,30-34,101571
E38000244,2041,male,30-34,102689
E38000244,2042,male,30-34,103455
E38000244,2043,male,30-34,103284
E38000244,2044,male,30-34,102828
E38000244,2045,male,30-34,102212
E38000244,2046,male,30-34,101601
E38000244,2047,male,30-34,100610
E38000244,2022,male,35-39,69810
E38000244,2023,male,35-39,71755
E38000244,2024,male,35-39,73695
E38000244,2025,male,35-39,75061
E38000244,2026,male,35-39,76188
E38000244,2027,male,35-39,77560
E38000244,2028,male,35-39,78108
E38000244,2029,male,35-39,79030
E38000244,2030,male,35-39,79698
E38000244,2031,male,35-39,80716
E38000244,2032,male,35-39,81850
E38000244,2033,male,35-39,83002
E38000244,2034,male,35-39,83927
E38000244,2035,male,35-39,84713
E38000244,2036,male,35-39,85006
E38000244,2037,male,35-39,85229
E38000244,2038,male,35-39,85962
E38000244,2039,male,35-39,86934
E38000244,2040,male,35-39,87954
E38000244,2041,male,35-39,88854
E38000244,2042,male,35-39,89811
E38000244,2043,male,35-39,90850
E38000244,2044,male,35-39,91362
E38000244,2045,male,35-39,91985
E38000244,2046,male,35-39,92954
E38000244,2047,male,35-39,93630
E38000244,2022,male,40-44,63935
E38000244,2023,male,40-44,64837
E38000244,2024,male,40-44,65077
E38000244,2025,male,40-44,64813
E38000244,2026,male,40-44,64698
E38000244,2027,male,40-44,64545
E38000244,2028,male,40-44,65244
E38000244,2029,male,40-44,66226
E38000244,2030,male,40-44,67310
E38000244,2031,male,40-44,68396
E38000244,2032,male,40-44,69640
E38000244,2033,male,40-44,70189
E38000244,2034,male,40-44,70970
E38000244,2035,male,40-44,71527
E38000244,2036,male,40-44,72326
E38000244,2037,male,40-44,73268
E38000244,2038,male,40-44,74235
E38000244,2039,male,40-44,75011
E38000244,2040,male,40-44,75655
E38000244,2041,male,40-44,75901
E38000244,2042,male,40-44,76064
E38000244,2043,male,40-44,76667
E38000244,2044,male,40-44,77479
E38000244,2045,male,40-44,78356
E38000244,2046,male,40-44,79146
E38000244,2047,male,40-44,79985
E38000244,2022,male,45-49,57355
E38000244,2023,male,45-49,57296
E38000244,2024,male,45-49,57943
E38000244,2025,male,45-49,58235
E38000244,2026,male,45-49,58573
E38000244,2027,male,45-49,59147
E38000244,2028,male,45-49,59370
E38000244,2029,male,45-49,59230
E38000244,2030,male,45-49,59067
E38000244,2031,male,45-49,59091
E38000244,2032,male,45-49,59152
E38000244,2033,male,45-49,59864
E38000244,2034,male,45-49,60759
E38000244,2035,male,45-49,61689
E38000244,2036,male,45-49,62636
E38000244,2037,male,45-49,63697
E38000244,2038,male,45-49,64172
E38000244,2039,male,45-49,64848
E38000244,2040,male,45-49,65330
E38000244,2041,male,45-49,65998
E38000244,2042,male,45-49,66816
E38000244,2043,male,45-49,67665
E38000244,2044,male,45-49,68344
E38000244,2045,male,45-49,68904
E38000244,2046,male,45-49,69125
E38000244,2047,male,45-49,69257
E38000244,2022,male,50-54,57052
E38000244,2023,male,50-54,56566
E38000244,2024,male,50-54,55548
E38000244,2025,male,50-54,54873
E38000244,2026,male,50-54,54145
E38000244,2027,male,50-54,53337
E38000244,2028,male,50-54,52948
E38000244,2029,male,50-54,53309
E38000244,2030,male,50-54,53648
E38000244,2031,male,50-54,54099
E38000244,2032,male,50-54,54738
E38000244,2033,male,50-54,55027
E38000244,2034,male,50-54,54947
E38000244,2035,male,50-54,54847
E38000244,2036,male,50-54,54897
E38000244,2037,male,50-54,55011
E38000244,2038,male,50-54,55684
E38000244,2039,male,50-54,56511
E38000244,2040,male,50-54,57348
E38000244,2041,male,50-54,58208
E38000244,2042,male,50-54,59151
E38000244,2043,male,50-54,59579
E38000244,2044,male,50-54,60188
E38000244,2045,male,50-54,60621
E38000244,2046,male,50-54,61206
E38000244,2047,male,50-54,61941
E38000244,2022,male,55-59,53905
E38000244,2023,male,55-59,54062
E38000244,2024,male,55-59,54198
E38000244,2025,male,55-59,53800
E38000244,2026,male,55-59,53045
E38000244,2027,male,55-59,52108
E38000244,2028,male,55-59,51446
E38000244,2029,male,55-59,50432
E38000244,2030,male,55-59,49868
E38000244,2031,male,55-59,49277
E38000244,2032,male,55-59,48633
E38000244,2033,male,55-59,48362
E38000244,2034,male,55-59,48739
E38000244,2035,male,55-59,49113
E38000244,2036,male,55-59,49578
E38000244,2037,male,55-59,50186
E38000244,2038,male,55-59,50476
E38000244,2039,male,55-59,50427
E38000244,2040,male,55-59,50372
E38000244,2041,male,55-59,50444
E38000244,2042,male,55-59,50588
E38000244,2043,male,55-59,51224
E38000244,2044,male,55-59,51988
E38000244,2045,male,55-59,52750
E38000244,2046,male,55-59,53535
E38000244,2047,male,55-59,54381
E38000244,2022,male,60-64,42714
E38000244,2023,male,60-64,44107
E38000244,2024,male,60-64,45316
E38000244,2025,male,60-64,46149
E38000244,2026,male,60-64,46957
E38000244,2027,male,60-64,47650
E38000244,2028,male,60-64,47653
E38000244,2029,male,60-64,47679
E38000244,2030,male,60-64,47356
E38000244,2031,male,60-64,46774
E38000244,2032,male,60-64,46026
E38000244,2033,male,60-64,45495
E38000244,2034,male,60-64,44655
E38000244,2035,male,60-64,44195
E38000244,2036,male,60-64,43697
E38000244,2037,male,60-64,43161
E38000244,2038,male,60-64,42962
E38000244,2039,male,60-64,43333
