Organisation_Code,Specialty,Number_Of_Beds,Effective_Snapshot_Date
RBK,401,0,30/09/2020
RY6,401,0,30/09/2020
RFS,401,0,30/09/2020
TAD,401,0,30/09/2020
RHA,401,0,30/09/2020
TAH,401,0,30/09/2020
RJC,401,0,30/09/2020
R1H,410,0,30/09/2020
RJE,401,0,30/09/2020
R1K,410,4.98913,30/09/2020
RK5,401,0,30/09/2020
RAL,410,0.369565,30/09/2020
RKB,401,0,30/09/2020
RAN,410,0,30/09/2020
RL1,401,0,30/09/2020
RAP,410,0,30/09/2020
RL4,401,0,30/09/2020
RAS,410,1.456522,30/09/2020
RLQ,401,0,30/09/2020
RAT,410,0,30/09/2020
RLT,401,0,30/09/2020
RAX,410,1.728261,30/09/2020
RLY,401,0,30/09/2020
RF4,410,0,30/09/2020
RNA,401,0,30/09/2020
RJ1,410,1.467391,30/09/2020
RNQ,401,0,30/09/2020
RJ2,410,0.043478,30/09/2020
RNS,401,0,30/09/2020
RJ6,410,1.967391,30/09/2020
RP1,401,0,30/09/2020
RJ7,410,0,30/09/2020
RP7,401,0,30/09/2020
RJZ,410,0.130435,30/09/2020
RQ3,401,0,30/09/2020
RKE,410,0,30/09/2020
RRE,401,0,30/09/2020
RKL,410,0,30/09/2020
RRJ,401,0,30/09/2020
RP4,410,3.315217,30/09/2020
RRK,401,0,30/09/2020
RP6,410,0,30/09/2020
RTG,401,0,30/09/2020
RPY,410,0,30/09/2020
RWD,401,0,30/09/2020
RQM,410,0.913043,30/09/2020
RWE,401,0,30/09/2020
RQX,410,0.184783,30/09/2020
RWP,401,0,30/09/2020
RQY,410,0,30/09/2020
RX1,401,0,30/09/2020
RRP,410,0,30/09/2020
RXK,401,0,30/09/2020
RRV,410,4.26087,30/09/2020
RXM,401,0,30/09/2020
RT3,410,0,30/09/2020
RXT,401,0,30/09/2020
RV3,410,0,30/09/2020
RXW,401,0,30/09/2020
RVR,410,0.326087,30/09/2020
RY5,401,0,30/09/2020
RWK,410,0,30/09/2020
RY8,401,0,30/09/2020
RYJ,410,2.456522,30/09/2020
RYG,401,0,30/09/2020
RYX,410,0,30/09/2020
RYW,401,0,30/09/2020
TAF,410,0,30/09/2020
TAJ,401,0,30/09/2020
RA4,410,0.315217,30/09/2020
R1L,401,0,30/09/2020
RA7,410,1.782609,30/09/2020
RAJ,401,0,30/09/2020
RA9,410,0,30/09/2020
RC9,401,0,30/09/2020
RBD,410,1.043478,30/09/2020
RCX,401,0,30/09/2020
RBZ,410,0.423913,30/09/2020
RD8,401,0,30/09/2020
RD1,410,0,30/09/2020
RDE,401,0,30/09/2020
RD3,410,1.630435,30/09/2020
RGM,401,0,30/09/2020
RDY,410,0,30/09/2020
RGN,401,0,30/09/2020
RDZ,410,1.315217,30/09/2020
RGP,401,0,30/09/2020
REF,410,0.858696,30/09/2020
RGR,401,0,30/09/2020
RH5,410,0,30/09/2020
RGT,401,0,30/09/2020
RH8,410,1.032609,30/09/2020
RM1,401,0,30/09/2020
RJ8,410,0,30/09/2020
RMY,401,0,30/09/2020
RK9,410,0,30/09/2020
RQW,401,0,30/09/2020
RN3,410,1.391304,30/09/2020
RT1,401,0,30/09/2020
RNZ,410,2.663043,30/09/2020
RWG,401,0,30/09/2020
RTE,410,0.782609,30/09/2020
RWH,401,0,30/09/2020
RTQ,410,0,30/09/2020
RWR,401,0,30/09/2020
RVJ,410,0,30/09/2020
RY3,401,0,30/09/2020
RVN,410,0,30/09/2020
R0A,401,0,30/09/2020
RWV,410,0,30/09/2020
RBL,401,0,30/09/2020
R1C,410,0,30/09/2020
RBN,401,0,30/09/2020
R1F,410,0,30/09/2020
RBQ,401,0,30/09/2020
RA2,410,0.576087,30/09/2020
RBS,401,0,30/09/2020
RDU,410,0.554348,30/09/2020
RBT,401,0,30/09/2020
RHM,410,0,30/09/2020
RBV,401,0,30/09/2020
RHU,410,0,30/09/2020
REM,401,0,30/09/2020
RHW,410,0,30/09/2020
REN,401,0,30/09/2020
RN5,410,1.543478,30/09/2020
REP,401,0,30/09/2020
RN7,410,0,30/09/2020
RET,401,0,30/09/2020
RNU,410,0,30/09/2020
RJN,401,0,30/09/2020
RPA,410,0,30/09/2020
RJR,401,0,30/09/2020
RPC,410,0,30/09/2020
RM3,401,0,30/09/2020
RPG,410,0,30/09/2020
RMC,401,0,30/09/2020
RTH,410,0,30/09/2020
RMP,401,0,30/09/2020
RTK,410,0,30/09/2020
RRF,401,0,30/09/2020
RTP,410,0,30/09/2020
RT2,401,0,30/09/2020
RVV,410,0,30/09/2020
RTV,401,0,30/09/2020
RW1,410,0.141304,30/09/2020
RTX,401,0,30/09/2020
RWF,410,0.01087,30/09/2020
RVY,401,0,30/09/2020
RWX,410,0,30/09/2020
RW4,401,0,30/09/2020
RX2,410,0,30/09/2020
RW5,401,0,30/09/2020
RXC,410,0,30/09/2020
RW6,401,0,30/09/2020
RXH,410,1.271739,30/09/2020
RWJ,401,0,30/09/2020
RXQ,410,0,30/09/2020
RWW,401,0,30/09/2020
RXX,410,0,30/09/2020
RXA,401,0,30/09/2020
RXY,410,0,30/09/2020
RXL,401,0,30/09/2020
RYR,410,0.76087,30/09/2020
RXN,401,0,30/09/2020
R1A,410,0,30/09/2020
RXR,401,0,30/09/2020
RBK,410,0.663043,30/09/2020
R0B,401,0,30/09/2020
RFS,410,0,30/09/2020
RAE,401,0.01087,30/09/2020
RHA,410,0,30/09/2020
RCB,401,0,30/09/2020
RJC,410,0,30/09/2020
RCD,401,0,30/09/2020
RJE,410,0,30/09/2020
RCF,401,0.097826,30/09/2020
RK5,410,1,30/09/2020
RCU,401,0,30/09/2020
RKB,410,1.619565,30/09/2020
RYX,421,0,30/09/2020
RYG,130,0,30/09/2020
TAF,421,0,30/09/2020
RYW,130,0,30/09/2020
RA4,421,0,30/09/2020
TAJ,130,0,30/09/2020
RA7,421,0.652174,30/09/2020
R1L,130,0,30/09/2020
RA9,421,0,30/09/2020
RAJ,130,1.021739,30/09/2020
RBD,421,0,30/09/2020
RC9,130,1.141304,30/09/2020
RBZ,421,0,30/09/2020
RCX,130,11.782609,30/09/2020
RD1,421,0,30/09/2020
RD8,130,1.858696,30/09/2020
RD3,421,0,30/09/2020
RDE,130,7.5,30/09/2020
RDY,421,0,30/09/2020
RGM,130,0,30/09/2020
RDZ,421,0,30/09/2020
RGN,130,3.01087,30/09/2020
REF,421,0,30/09/2020
RGP,130,8.01087,30/09/2020
RH5,421,0,30/09/2020
RGR,130,0,30/09/2020
RH8,421,0,30/09/2020
RGT,130,3.282609,30/09/2020
RJ8,421,0,30/09/2020
RM1,130,5.673913,30/09/2020
RK9,421,0,30/09/2020
RMY,130,0,30/09/2020
RN3,421,0,30/09/2020
RQW,130,0,30/09/2020
RNZ,421,0,30/09/2020
RT1,130,0,30/09/2020
RTE,421,0,30/09/2020
RWG,130,0.326087,30/09/2020
RTQ,421,0,30/09/2020
RWH,130,1.434783,30/09/2020
RVJ,421,0,30/09/2020
RWR,130,0,30/09/2020
RVN,421,0,30/09/2020
RY3,130,0,30/09/2020
RWV,421,0,30/09/2020
R0A,130,2.608696,30/09/2020
R1C,421,0,30/09/2020
RBL,130,0.01087,30/09/2020
R1F,421,0,30/09/2020
RBN,130,7.652174,30/09/2020
RA2,421,0,30/09/2020
RBQ,130,0,30/09/2020
RDU,421,0,30/09/2020
RBS,130,0.815217,30/09/2020
RHM,421,0.108696,30/09/2020
RBT,130,2.75,30/09/2020
RHU,421,0.108696,30/09/2020
RBV,130,0,30/09/2020
RHW,421,0,30/09/2020
REM,130,18.163043,30/09/2020
RN5,421,0,30/09/2020
REN,130,0,30/09/2020
RN7,421,0,30/09/2020
REP,130,0,30/09/2020
RNU,421,0,30/09/2020
RET,130,0,30/09/2020
RPA,421,0,30/09/2020
RJN,130,8.554348,30/09/2020
RPC,421,0,30/09/2020
RJR,130,4.652174,30/09/2020
RR8,820,0,30/09/2020
RQW,310,0,30/09/2020
RRF,833,0,30/09/2020
RH8,823,0,30/09/2020
RNZ,303,6.054348,30/09/2020
RH8,326,0,30/09/2020
RP7,821,0,30/09/2020
RGT,302,1.423913,30/09/2020
RTD,820,0,30/09/2020
RT1,310,0,30/09/2020
RT2,833,0,30/09/2020
RJ8,823,0,30/09/2020
RTE,303,0.054348,30/09/2020
RJ8,326,0,30/09/2020
RQ3,821,0,30/09/2020
RM1,302,0.565217,30/09/2020
RTF,820,0,30/09/2020
RWG,310,0,30/09/2020
RTV,833,0,30/09/2020
RK9,823,0,30/09/2020
RTQ,303,0,30/09/2020
RK9,326,0,30/09/2020
RRE,821,0,30/09/2020
RMY,302,0,30/09/2020
RTR,820,0,30/09/2020
RWH,310,0,30/09/2020
RTX,833,0,30/09/2020
RN3,823,0,30/09/2020
RVJ,303,0,30/09/2020
RN3,326,0,30/09/2020
RRJ,821,0,30/09/2020
RQW,302,0,30/09/2020
RV9,820,0,30/09/2020
RWR,310,0,30/09/2020
RVY,833,0,30/09/2020
RNZ,823,0.565217,30/09/2020
RVN,303,0,30/09/2020
RNZ,326,0,30/09/2020
RRK,821,0,30/09/2020
RT1,302,0,30/09/2020
RVW,820,0,30/09/2020
RY3,310,0,30/09/2020
RW4,833,0,30/09/2020
RTE,823,0,30/09/2020
RWV,303,0,30/09/2020
RTE,326,0,30/09/2020
RTG,821,0,30/09/2020
RWG,302,0.206522,30/09/2020
RWA,820,0,30/09/2020
R0A,310,0,30/09/2020
RW5,833,0,30/09/2020
RTQ,823,0,30/09/2020
R1C,303,0,30/09/2020
RTQ,326,0,30/09/2020
RWD,821,0,30/09/2020
RWH,302,0,30/09/2020
RWY,820,0,30/09/2020
RBL,310,0,30/09/2020
RW6,833,0,30/09/2020
RVJ,823,0,30/09/2020
R1F,303,0,30/09/2020
RVJ,326,0,30/09/2020
RWE,821,0,30/09/2020
RWR,302,0,30/09/2020
RX3,820,0,30/09/2020
RBN,310,0,30/09/2020
RWJ,833,0,30/09/2020
RVN,823,0,30/09/2020
RA2,303,0.141304,30/09/2020
RVN,326,0,30/09/2020
RWP,821,0,30/09/2020
RY3,302,0,30/09/2020
RX4,820,0,30/09/2020
RBQ,310,0,30/09/2020
RWW,833,0,30/09/2020
RWV,823,0,30/09/2020
RDU,303,0.173913,30/09/2020
RWV,326,0,30/09/2020
RX1,821,0,30/09/2020
R0A,302,0.01087,30/09/2020
RXE,820,0,30/09/2020
RBS,310,0,30/09/2020
RXA,833,0,30/09/2020
R1C,823,0,30/09/2020
RHM,303,8.021739,30/09/2020
R1C,326,0,30/09/2020
RXK,821,0,30/09/2020
RBL,302,0.01087,30/09/2020
RXF,820,0,30/09/2020
RBT,310,0,30/09/2020
RXL,833,0,30/09/2020
R1F,823,0,30/09/2020
RHU,303,6.076087,30/09/2020
R1F,326,0,30/09/2020
RXM,821,0,30/09/2020
RBN,302,0,30/09/2020
RXG,820,0,30/09/2020
RBV,310,0,30/09/2020
RXN,833,0,30/09/2020
RA2,823,0,30/09/2020
RHW,303,6.032609,30/09/2020
RA2,326,0,30/09/2020
RXT,821,0,30/09/2020
RBQ,302,0,30/09/2020
RXP,820,0,30/09/2020
REM,310,0,30/09/2020
RXR,833,0,30/09/2020
RDU,823,0,30/09/2020
RN5,303,5.282609,30/09/2020
RDU,326,0,30/09/2020
RXW,821,0,30/09/2020
RBS,302,0.880435,30/09/2020
RY6,820,0,30/09/2020
REN,310,0,30/09/2020
R0B,833,0,30/09/2020
RHM,823,0.23913,30/09/2020
RN7,303,7.543478,30/09/2020
RHM,326,0,30/09/2020
RY5,821,0,30/09/2020
RBT,302,0,30/09/2020
TAD,820,0,30/09/2020
REP,310,0,30/09/2020
RAE,833,0,30/09/2020
RHU,823,0,30/09/2020
RNU,303,0,30/09/2020
RHU,326,0,30/09/2020
RY8,821,0,30/09/2020
RBV,302,0.532609,30/09/2020
TAH,820,0,30/09/2020
RET,310,0,30/09/2020
RCB,833,0,30/09/2020
RHW,823,0,30/09/2020
RPA,303,0,30/09/2020
RHW,326,0,30/09/2020
RYG,821,0,30/09/2020
REM,302,1.782609,30/09/2020
R1H,821,0,30/09/2020
RJN,310,0,30/09/2020
RCD,833,0,30/09/2020
RN5,823,0,30/09/2020
RPC,303,0,30/09/2020
RN5,326,0,30/09/2020
RYW,821,0,30/09/2020
REN,302,0,30/09/2020
R1K,821,0,30/09/2020
RJR,310,0,30/09/2020
RCF,833,0,30/09/2020
RN7,823,0,30/09/2020
RPG,303,0,30/09/2020
RN7,326,0,30/09/2020
TAJ,821,0,30/09/2020
REP,302,0,30/09/2020
RAL,821,0,30/09/2020
RM3,310,0,30/09/2020
RCU,833,0,30/09/2020
RNU,823,0,30/09/2020
RTH,303,0.5,30/09/2020
RNU,326,0,30/09/2020
R1L,821,0,30/09/2020
RET,302,0,30/09/2020
RAN,821,0,30/09/2020
RMC,310,0,30/09/2020
RFF,833,0,30/09/2020
RPA,823,0,30/09/2020
RTK,303,0,30/09/2020
RPA,326,0,30/09/2020
RAJ,821,0,30/09/2020
RJN,302,0,30/09/2020
RAP,821,0,30/09/2020
RMP,310,0,30/09/2020
RFR,833,0,30/09/2020
RPC,823,0,30/09/2020
RTP,303,0,30/09/2020
RPC,326,0,30/09/2020
RC9,821,0,30/09/2020
RJR,302,0.608696,30/09/2020
RAS,821,0,30/09/2020
RRF,310,0,30/09/2020
RGD,833,0,30/09/2020
RPG,823,0,30/09/2020
RVV,303,0,30/09/2020
RPG,326,0,30/09/2020
RCX,821,0,30/09/2020
RM3,302,0.043478,30/09/2020
RAT,821,0,30/09/2020
RT2,310,0,30/09/2020
RHQ,833,0,30/09/2020
RTH,823,0,30/09/2020
RW1,303,0.423913,30/09/2020
RTH,326,0,30/09/2020
RD8,821,0,30/09/2020
RMC,302,0,30/09/2020
RAX,821,0,30/09/2020
RTV,310,0,30/09/2020
RJL,833,0,30/09/2020
RTK,823,0,30/09/2020
RWF,303,0.75,30/09/2020
RTK,326,0,30/09/2020
RDE,821,0,30/09/2020
RMP,302,0.043478,30/09/2020
RF4,821,0,30/09/2020
RTX,310,0,30/09/2020
RNN,833,0,30/09/2020
RTP,823,0,30/09/2020
RWX,303,0,30/09/2020
RTP,326,0,30/09/2020
RGM,821,0,30/09/2020
RRF,302,0,30/09/2020
RJ1,821,0,30/09/2020
RVY,310,0,30/09/2020
RP5,833,0,30/09/2020
RVV,823,0,30/09/2020
RX2,303,0,30/09/2020
RVV,326,0.01087,30/09/2020
RGN,821,0,30/09/2020
RT2,302,0,30/09/2020
RJ2,821,0,30/09/2020
RW4,310,0,30/09/2020
RR7,833,0,30/09/2020
RW1,823,0,30/09/2020
RXC,303,0,30/09/2020
RW1,326,0,30/09/2020
RGP,821,0,30/09/2020
RTV,302,0,30/09/2020
RJ6,821,0,30/09/2020
RW5,310,0,30/09/2020
RR8,833,0,30/09/2020
RWF,823,0,30/09/2020
RXH,303,0.25,30/09/2020
RWF,326,0,30/09/2020
RGR,821,0,30/09/2020
RTX,302,0.130435,30/09/2020
RJ7,821,0,30/09/2020
RW6,310,0,30/09/2020
RTD,833,0,30/09/2020
RWX,823,0,30/09/2020
RXQ,303,0,30/09/2020
RWX,326,0,30/09/2020
RGT,821,0,30/09/2020
RVY,302,0,30/09/2020
RJZ,821,0,30/09/2020
RWJ,310,0,30/09/2020
RTF,833,0,30/09/2020
RX2,823,0,30/09/2020
RXX,303,0,30/09/2020
RX2,326,0,30/09/2020
RM1,821,0,30/09/2020
RW4,302,0,30/09/2020
RKE,821,0,30/09/2020
RWW,310,0,30/09/2020
RTR,833,0,30/09/2020
RXC,823,0,30/09/2020
RXY,303,0,30/09/2020
RXC,326,0,30/09/2020
RMY,821,0,30/09/2020
RW5,302,0,30/09/2020
RKL,821,0,30/09/2020
RXA,310,0,30/09/2020
RV9,833,0,30/09/2020
RXH,823,0,30/09/2020
RYR,303,8.23913,30/09/2020
RXH,326,0,30/09/2020
RQW,821,0,30/09/2020
RW6,302,0,30/09/2020
RP4,821,0,30/09/2020
RXL,310,0,30/09/2020
RVW,833,0,30/09/2020
RXQ,823,0,30/09/2020
R1A,303,0.48913,30/09/2020
RXQ,326,0,30/09/2020
RT1,821,0,30/09/2020
RWJ,302,0,30/09/2020
RP6,821,0,30/09/2020
RXN,310,0,30/09/2020
RWA,833,0,30/09/2020
RXX,823,0,30/09/2020
RBK,303,1.358696,30/09/2020
RXX,326,0,30/09/2020
RWG,821,0,30/09/2020
RWW,302,0,30/09/2020
RPY,821,0,30/09/2020
RXR,310,0,30/09/2020
RWY,833,0,30/09/2020
RXY,823,0,30/09/2020
RFS,303,0,30/09/2020
RXY,326,0,30/09/2020
RWH,821,0,30/09/2020
RXA,302,0,30/09/2020
RQM,821,0,30/09/2020
R0B,310,0,30/09/2020
RX3,833,0,30/09/2020
RYR,823,0,30/09/2020
RHA,303,0,30/09/2020
RYR,326,0,30/09/2020
RWR,821,0,30/09/2020
RXL,302,0,30/09/2020
RQX,821,0,30/09/2020
RAE,310,0,30/09/2020
RX4,833,0,30/09/2020
R1A,823,0,30/09/2020
RJC,303,0,30/09/2020
R1A,326,0,30/09/2020
RY3,821,0,30/09/2020
RXN,302,0,30/09/2020
RQY,821,0,30/09/2020
RCB,310,0,30/09/2020
RXE,833,0,30/09/2020
RBK,823,0,30/09/2020
RJE,303,26.956522,30/09/2020
RBK,326,0,30/09/2020
R0A,821,0,30/09/2020
RXR,302,0.054348,30/09/2020
RRP,821,0,30/09/2020
RCD,310,0,30/09/2020
RXF,833,0,30/09/2020
RFS,823,0,30/09/2020
RK5,303,0.434783,30/09/2020
RFS,326,0,30/09/2020
RBL,821,0,30/09/2020
R0B,302,0,30/09/2020
RRV,821,0,30/09/2020
RCF,310,0,30/09/2020
RXG,833,0,30/09/2020
RHA,823,0,30/09/2020
RKB,303,9.880435,30/09/2020
RHA,326,0,30/09/2020
RBN,821,0,30/09/2020
RAE,302,0,30/09/2020
RT3,821,0,30/09/2020
RCU,310,0,30/09/2020
RXP,833,0,30/09/2020
RJC,823,0,30/09/2020
RL1,303,0,30/09/2020
RJC,326,0,30/09/2020
RBQ,821,0,30/09/2020
RCB,302,0.869565,30/09/2020
RV3,821,0,30/09/2020
RFF,310,0,30/09/2020
RY6,833,0,30/09/2020
RJE,823,0,30/09/2020
RL4,303,3.76087,30/09/2020
RJE,326,0.108696,30/09/2020
RBS,821,0,30/09/2020
RCD,302,0,30/09/2020
RVR,821,0,30/09/2020
RFR,310,0,30/09/2020
TAD,833,0,30/09/2020
RK5,823,0,30/09/2020
RLQ,303,0,30/09/2020
RK5,326,10.902174,30/09/2020
RBT,821,0,30/09/2020
RCF,302,0.25,30/09/2020
RWK,821,0,30/09/2020
RGD,310,0,30/09/2020
TAH,833,0,30/09/2020
RKB,823,0,30/09/2020
RLT,303,0,30/09/2020
RKB,326,0,30/09/2020
RBV,821,0,30/09/2020
RCU,302,0.217391,30/09/2020
RYJ,821,0,30/09/2020
RHQ,310,0,30/09/2020
R1H,834,0,30/09/2020
RL1,823,0,30/09/2020
RLY,303,0,30/09/2020
RL1,326,0,30/09/2020
REM,821,0,30/09/2020
RFF,302,0.76087,30/09/2020
RYX,821,0,30/09/2020
RJL,310,0,30/09/2020
R1K,834,0,30/09/2020
RL4,823,0,30/09/2020
RNA,303,8.358696,30/09/2020
RL4,326,0,30/09/2020
REN,821,0,30/09/2020
RFR,302,0.043478,30/09/2020
TAF,821,0,30/09/2020
RNN,310,0,30/09/2020
RAL,834,0,30/09/2020
RLQ,823,0,30/09/2020
RNQ,303,1.826087,30/09/2020
RLQ,326,0,30/09/2020
REP,821,0,30/09/2020
RGD,302,0,30/09/2020
RA4,821,0,30/09/2020
RP5,310,0,30/09/2020
RAN,834,0,30/09/2020
RLT,823,0,30/09/2020
RNS,303,1.413043,30/09/2020
RLT,326,0,30/09/2020
RET,821,0,30/09/2020
RHQ,302,0,30/09/2020
RA7,821,0,30/09/2020
RR7,310,0,30/09/2020
RAP,834,0,30/09/2020
RLY,823,0,30/09/2020
RP1,303,0,30/09/2020
RLY,326,0,30/09/2020
RJN,821,0,30/09/2020
RJL,302,0,30/09/2020
RA9,821,0,30/09/2020
RR8,310,0,30/09/2020
RAS,834,0,30/09/2020
RNA,823,0,30/09/2020
RP7,303,0,30/09/2020
RNA,326,0.032609,30/09/2020
RJR,821,0,30/09/2020
RNN,302,0.086957,30/09/2020
RBD,821,0,30/09/2020
RTD,310,0,30/09/2020
RAT,834,0,30/09/2020
RNQ,823,0,30/09/2020
RQ3,303,0.032609,30/09/2020
RNQ,326,0,30/09/2020
RM3,821,0,30/09/2020
RP5,302,0,30/09/2020
RBZ,821,0,30/09/2020
RTF,310,0,30/09/2020
RAX,834,0,30/09/2020
RNS,823,0,30/09/2020
RRE,303,0.847826,30/09/2020
RNS,326,0,30/09/2020
RMC,821,0,30/09/2020
RR7,302,0,30/09/2020
RD1,821,0,30/09/2020
RTR,310,0,30/09/2020
RF4,834,0,30/09/2020
RP1,823,0,30/09/2020
RRJ,303,0,30/09/2020
RP1,326,0,30/09/2020
RMP,821,0,30/09/2020
RR8,302,0.01087,30/09/2020
RD3,821,0,30/09/2020
RV9,310,0,30/09/2020
RJ1,834,0,30/09/2020
RP7,823,0,30/09/2020
RRK,303,50.25,30/09/2020
RP7,326,0,30/09/2020
RRF,821,0,30/09/2020
RTD,302,2.108696,30/09/2020
RDY,821,0,30/09/2020
RVW,310,0,30/09/2020
RJ2,834,0,30/09/2020
RQ3,823,0,30/09/2020
RTG,303,12.521739,30/09/2020
RQ3,326,0,30/09/2020
RT2,821,0,30/09/2020
RTF,302,0,30/09/2020
RDZ,821,0,30/09/2020
RWA,310,0,30/09/2020
RJ6,834,0,30/09/2020
RRE,823,0,30/09/2020
RWD,303,12.369565,30/09/2020
RRE,326,0,30/09/2020
RTV,821,0,30/09/2020
RTR,302,0,30/09/2020
REF,821,0,30/09/2020
RWY,310,0,30/09/2020
RJ7,834,0,30/09/2020
RRJ,823,0,30/09/2020
RWE,303,5.554348,30/09/2020
RRJ,326,0,30/09/2020
RTX,821,0,30/09/2020
RV9,302,0,30/09/2020
RH5,821,0,30/09/2020
RX3,310,0,30/09/2020
RJZ,834,0,30/09/2020
RRK,823,0,30/09/2020
RWP,303,0.26087,30/09/2020
RRK,326,0,30/09/2020
RVY,821,0,30/09/2020
RVW,302,0,30/09/2020
RH8,821,0,30/09/2020
RX4,310,0,30/09/2020
RKE,834,0,30/09/2020
RTG,823,0,30/09/2020
RX1,303,14.184783,30/09/2020
RTG,326,0.021739,30/09/2020
RW4,821,0,30/09/2020
RWA,302,0.358696,30/09/2020
RJ8,821,0,30/09/2020
RXE,310,0,30/09/2020
RKL,834,0,30/09/2020
RWD,823,0,30/09/2020
RXK,303,12.076087,30/09/2020
RWD,326,0,30/09/2020
RW5,821,0,30/09/2020
RWY,302,0,30/09/2020
RK9,821,0,30/09/2020
RXF,310,0,30/09/2020
RP4,834,0,30/09/2020
RWE,823,0,30/09/2020
RXM,303,0,30/09/2020
RWE,326,0,30/09/2020
RW6,821,0,30/09/2020
RX3,302,0,30/09/2020
RN3,821,0,30/09/2020
RXG,310,0,30/09/2020
RP6,834,0,30/09/2020
RWP,823,0,30/09/2020
RXT,303,0,30/09/2020
RWP,326,0,30/09/2020
RWJ,821,0,30/09/2020
RX4,302,0,30/09/2020
RNZ,821,0,30/09/2020
RXP,310,0,30/09/2020
RPY,834,0,30/09/2020
RX1,823,0,30/09/2020
RXW,303,0,30/09/2020
RX1,326,0,30/09/2020
RWW,821,0,30/09/2020
RXE,302,0,30/09/2020
RTE,821,0,30/09/2020
RY6,310,0,30/09/2020
RQM,834,0,30/09/2020
RXK,823,0,30/09/2020
RY5,303,0,30/09/2020
RXK,326,0,30/09/2020
RXA,821,0,30/09/2020
RXF,302,0,30/09/2020
RTQ,821,0,30/09/2020
TAD,310,0,30/09/2020
RQX,834,0,30/09/2020
RXM,823,0,30/09/2020
RY8,303,0,30/09/2020
RXM,326,0,30/09/2020
RXL,821,0,30/09/2020
RXG,302,0,30/09/2020
RVJ,821,0,30/09/2020
TAH,310,0,30/09/2020
RQY,834,0,30/09/2020
RXT,823,0,30/09/2020
RYX,713,0,30/09/2020
RXT,326,0,30/09/2020
RXN,821,0,30/09/2020
RXP,302,0.130435,30/09/2020
RVN,821,0,30/09/2020
RHW,313,0,30/09/2020
RRP,834,0,30/09/2020
RXW,823,0,30/09/2020
TAF,713,0,30/09/2020
RXW,326,0,30/09/2020
RXR,821,0,30/09/2020
RY6,302,0,30/09/2020
RWV,821,0,30/09/2020
RN5,313,0,30/09/2020
RRV,834,0,30/09/2020
RY5,823,0,30/09/2020
RA4,713,0,30/09/2020
RY5,326,0,30/09/2020
R0B,821,0,30/09/2020
TAD,302,0,30/09/2020
R1C,821,0,30/09/2020
RN7,313,0,30/09/2020
RT3,834,0,30/09/2020
RY8,823,0,30/09/2020
RA7,713,0,30/09/2020
RY8,326,0,30/09/2020
RAE,821,0,30/09/2020
TAH,302,0,30/09/2020
R1F,821,0,30/09/2020
RNU,313,0,30/09/2020
RV3,834,0,30/09/2020
RL1,711,0,30/09/2020
RA9,713,0,30/09/2020
RHW,830,0,30/09/2020
RCB,821,0,30/09/2020
RYG,712,0,30/09/2020
RA2,821,0,30/09/2020
RPA,313,0,30/09/2020
RVR,834,0,30/09/2020
RL4,711,0,30/09/2020
RBD,713,0,30/09/2020
RN5,830,0,30/09/2020
RCD,821,0,30/09/2020
RYW,712,0,30/09/2020
RDU,821,0,30/09/2020
RPC,313,0,30/09/2020
RWK,834,0,30/09/2020
RLQ,711,0,30/09/2020
RBZ,713,0,30/09/2020
RN7,830,0,30/09/2020
RCF,821,0,30/09/2020
TAJ,712,0,30/09/2020
RHM,821,0,30/09/2020
RPG,313,0,30/09/2020
RYJ,834,0,30/09/2020
RLT,711,0,30/09/2020
RD1,713,0,30/09/2020
RNU,830,0,30/09/2020
RCU,821,0,30/09/2020
R1L,712,0,30/09/2020
RHU,821,0,30/09/2020
RTH,313,2.206522,30/09/2020
RYX,820,0,30/09/2020
RLY,711,0,30/09/2020
RD3,713,0,30/09/2020
RPA,830,0,30/09/2020
R1H,712,0,30/09/2020
RAJ,712,0,30/09/2020
RFF,301,1.413043,30/09/2020
RTK,313,0,30/09/2020
TAF,820,0,30/09/2020
RNA,711,0,30/09/2020
RDY,713,0,30/09/2020
RPC,830,0,30/09/2020
R1K,712,0,30/09/2020
RC9,712,0,30/09/2020
RFR,301,3.815217,30/09/2020
RTP,313,0,30/09/2020
RA4,820,0,30/09/2020
RNQ,711,0,30/09/2020
RDZ,713,0,30/09/2020
RPG,830,0,30/09/2020
RAL,712,0,30/09/2020
RCX,712,0,30/09/2020
RGD,301,0,30/09/2020
RVV,313,0,30/09/2020
RA7,820,0,30/09/2020
RNS,711,0,30/09/2020
REF,713,0,30/09/2020
RTH,830,0,30/09/2020
RAN,712,0,30/09/2020
RD8,712,0,30/09/2020
RHQ,301,18.402174,30/09/2020
RW1,313,0,30/09/2020
RA9,820,0,30/09/2020
RP1,711,0,30/09/2020
RH5,713,0,30/09/2020
RTK,830,0,30/09/2020
RAP,712,0,30/09/2020
RDE,712,0,30/09/2020
RJL,301,0.076087,30/09/2020
RWF,313,0,30/09/2020
RBD,820,0,30/09/2020
RP7,711,0,30/09/2020
RH8,713,0,30/09/2020
RTP,830,0,30/09/2020
RAS,712,0,30/09/2020
RGM,712,0,30/09/2020
RC9,192,0,30/09/2020
RWX,715,0,30/09/2020
RVV,430,0,30/09/2020
RWW,400,0,30/09/2020
RM1,420,0.98913,30/09/2020
RWA,710,0,30/09/2020
RGN,148,0,30/09/2020
RT2,421,0,30/09/2020
RCX,192,0,30/09/2020
RX2,715,0,30/09/2020
RW1,430,0,30/09/2020
